,WAR,Age
4,0.3,28
5,0.7,29
6,,
0,0.2,22
1,-0.2,23
2,-0.4,24
3,0.3,25
4,-1.1,26
5,,
0,0.2,29
1,,
0,0.9,26
1,0.9,27
2,0.9,28
3,4.3,29
4,1.2,30
5,1.8,31
6,,
0,-0.4,25
1,0.4,26
2,0.1,27
3,0.0,28
4,-0.1,29
5,,
0,0.3,23
1,-0.3,24
2,0.4,25
3,1.0,26
4,1.6,27
5,1.9,28
6,0.4,29
7,0.4,30
8,1.2,31
9,1.4,32
10,0.7,33
11,1.0,33
12,0.1,34
13,,
0,0.4,23
1,1.2,24
2,0.0,25
3,0.6,26
4,-0.2,27
5,0.3,27
6,-0.1,28
7,,
0,0.0,26
1,-0.1,27
2,0.2,28
3,0.1,29
4,0.3,29
5,-0.2,30
6,0.4,30
7,0.5,31
8,0.0,32
9,,
0,0.1,22
1,0.2,23
2,-0.2,24
3,,
4,0.2,26
5,,
6,-0.5,34
7,0.0,35
8,,
0,-0.1,23
1,2.0,24
2,2.6,25
3,3.9,26
4,2.0,27
5,1.3,28
6,0.3,29
7,0.5,29
8,0.8,30
9,,
0,0.6,25
1,1.2,26
2,-0.2,27
3,,
4,0.5,29
5,1.9,30
6,,
0,0.1,26
1,-0.3,27
2,,
0,0.3,24
1,0.3,25
2,3.1,26
3,3.4,27
4,0.2,28
5,,
6,0.8,31
7,0.8,32
8,2.3,33
9,-0.4,34
10,-0.3,35
11,0.3,35
12,-1.1,36
13,0.2,37
14,,
0,-0.1,22
1,1.9,23
2,2.2,24
3,-0.1,25
4,3.2,26
5,0.5,27
6,,
7,3.3,29
8,5.8,30
9,5.1,31
10,-0.1,32
11,0.4,33
12,6.5,34
13,3.0,35
14,3.5,36
15,0.2,37
16,,
0,0.3,22
1,0.2,23
2,0.4,24
3,,
0,0.0,26
1,,
0,-1.1,22
1,-0.8,23
2,-0.3,24
3,,
0,-0.1,26
1,1.6,27
2,-0.4,28
3,-0.6,29
4,0.1,29
5,,
0,-0.9,30
1,-0.2,31
2,-0.1,32
3,,
0,-0.2,25
1,-0.4,26
2,0.0,26
3,0.5,27
4,-0.2,28
5,-0.1,29
6,-0.4,30
7,,
0,0.0,29
1,,
0,0.0,24
1,,
2,0.4,27
3,-0.2,28
4,0.6,29
5,-0.3,30
6,0.1,31
7,,
8,-0.1,33
9,-0.5,34
10,,
0,2.9,23
1,,
0,0.4,22
1,0.0,23
2,0.2,23
3,2.6,24
4,1.1,25
5,0.7,26
6,-0.3,27
7,-0.1,28
8,,
0,0.9,23
1,2.0,24
2,0.3,25
3,,
4,-0.7,27
5,0.7,28
6,0.1,28
7,-0.1,29
8,,
0,-0.2,27
1,,
0,0.0,25
1,,
0,-0.3,22
1,0.3,23
2,0.1,24
3,-0.2,25
4,,
5,-0.2,27
6,0.6,27
7,0.1,28
8,0.2,29
9,-0.3,30
10,,
0,-0.4,25
1,0.7,26
2,-0.2,27
3,0.1,28
4,1.9,29
5,2.4,30
6,-0.9,31
7,-0.2,32
8,,
0,1.2,21
1,2.4,22
2,5.7,23
3,6.5,24
4,6.1,25
5,3.4,26
6,4.9,27
7,6.0,28
8,6.9,29
9,2.4,30
10,,
0,0.9,28
1,1.7,29
2,0.8,30
3,-0.7,31
4,-0.5,32
5,,
0,-0.6,23
1,,
2,-0.2,26
3,,
4,0.5,28
5,,
0,0.1,25
1,1.4,26
2,-0.9,27
3,-0.7,28
4,0.6,28
5,,
0,0.5,21
1,-0.1,22
2,-0.2,23
3,1.5,24
4,3.7,25
5,2.7,26
6,0.5,27
7,3.5,28
8,-2.2,29
9,-1.1,30
10,,
0,2.6,21
1,0.4,22
2,1.5,23
3,0.2,24
4,-1.5,25
5,-0.4,26
6,,
7,0.1,28
8,,
9,0.2,30
10,-0.6,31
11,,
0,-1.5,22
1,,
0,-0.2,26
1,0.8,27
2,-0.7,28
3,0.2,29
4,0.0,30
5,,
0,0.2,24
1,,
2,-0.8,26
3,-0.1,27
4,0.3,28
5,,
0,0.1,22
1,-0.5,23
2,,
0,-0.4,22
1,2.5,23
2,0.4,24
3,0.1,25
4,-0.1,26
5,0.5,26
6,0.0,27
7,,
0,1.8,25
1,-0.5,26
2,-0.6,27
3,1.0,27
4,1.1,28
5,0.4,29
6,0.1,30
7,0.2,31
8,1.2,31
9,-0.5,32
10,,
0,1.0,22
1,-1.2,23
2,2.0,24
3,5.6,25
4,1.9,26
5,0.5,27
6,4.3,28
7,-1.6,29
8,2.7,30
9,0.1,31
10,-0.4,32
11,2.6,33
12,-0.4,34
13,,
0,1.4,25
1,2.3,26
2,-0.9,27
3,-0.6,28
4,,
5,2.5,30
6,-0.2,31
7,-0.9,32
8,,
0,-0.5,25
1,-0.4,26
2,,
0,0.0,26
1,-0.1,26
2,0.3,27
3,0.0,28
4,0.1,29
5,-0.1,30
6,0.8,31
7,0.1,32
8,,
0,1.5,20
1,4.7,21
2,5.6,22
3,6.8,23
4,6.4,24
5,8.1,25
6,7.7,26
7,7.3,27
8,5.8,28
9,4.9,29
10,3.4,30
11,3.1,31
12,,
0,-0.2,24
1,-0.8,24
2,-0.1,25
3,0.5,26
4,0.7,27
5,-0.3,28
6,,
0,-0.4,24
1,0.9,25
2,0.6,25
3,1.0,26
4,-0.1,27
5,0.8,28
6,-1.7,29
7,,
8,0.4,31
9,-0.6,32
10,1.0,32
11,0.6,33
12,-1.1,34
13,-0.2,35
14,,
0,0.4,23
1,1.4,24
2,2.2,25
3,1.3,26
4,1.8,27
5,1.6,28
6,0.0,29
7,-0.2,30
8,,
0,2.5,24
1,-0.8,25
2,,
3,-0.7,28
4,,
0,-0.1,27
1,-0.2,28
2,,
0,-0.2,25
1,-0.6,25
2,0.3,26
3,-0.1,27
4,,
0,-1.5,23
1,-0.1,24
2,0.5,25
3,0.2,26
4,,
0,0.4,25
1,,
0,-0.2,22
1,-1.3,23
2,0.4,24
3,,
4,0.1,26
5,-0.6,27
6,,
7,3.7,30
8,1.8,31
9,1.9,32
10,,
11,-0.4,34
12,1.0,35
13,2.4,36
14,,
0,2.3,22
1,4.1,23
2,4.3,24
3,1.9,25
4,5.5,26
5,6.4,27
6,4.5,28
7,4.0,29
8,6.4,30
9,2.6,31
10,1.6,31
11,5.2,32
12,3.0,33
13,1.1,34
14,2.4,34
15,3.2,35
16,,
0,-0.3,25
1,,
0,0.3,29
1,,
0,0.0,25
1,,
0,0.0,24
1,-0.4,25
2,0.2,25
3,,
0,-0.2,22
1,-0.4,23
2,0.4,24
3,-0.4,25
4,-0.2,26
5,,
6,-0.4,29
7,,
0,-0.9,25
1,-0.3,26
2,-0.6,26
3,3.8,27
4,2.6,28
5,0.9,29
6,1.2,30
7,2.1,31
8,0.3,32
9,,
0,-0.7,28
1,,
2,0.0,30
3,,
0,-0.4,25
1,0.9,26
2,,
0,0.0,24
1,,
0,0.4,26
1,0.4,27
2,,
0,0.7,23
1,-2.3,24
2,,
0,-0.2,25
1,-0.6,25
2,0.3,26
3,-0.1,27
4,,
0,-0.1,25
1,-0.5,26
2,1.5,27
3,8.1,28
4,4.3,29
5,5.6,30
6,7.9,31
7,5.7,32
8,-0.4,33
9,,
0,-0.2,22
1,0.8,23
2,-0.2,24
3,3.7,25
4,0.4,26
5,,
0,-0.5,24
1,-0.4,25
2,,
0,-0.9,25
1,0.5,26
2,0.2,27
3,,
4,0.0,29
5,-0.1,30
6,2.4,31
7,0.1,32
8,0.8,32
9,-0.1,32
10,0.7,33
11,0.1,33
12,,
0,0.1,25
1,1.6,26
2,0.8,27
3,,
4,-0.3,31
5,,
0,-0.8,25
1,,
2,-0.6,27
3,0.3,28
4,,
0,0.3,24
1,0.3,25
2,,
3,0.1,27
4,1.2,27
5,-0.2,28
6,1.4,28
7,1.2,29
8,0.5,30
9,0.8,31
10,0.4,31
11,1.5,32
12,-1.3,33
13,0.4,34
14,-0.2,35
15,-0.1,36
16,0.1,36
17,,
0,0.8,22
1,2.5,23
2,3.2,24
3,3.1,25
4,2.5,26
5,1.3,27
6,0.8,28
7,3.6,29
8,2.3,30
9,-0.5,31
10,,
0,0.1,25
1,-0.4,26
2,0.5,27
3,2.1,28
4,1.0,29
5,0.1,30
6,0.3,31
7,,
8,1.5,33
9,1.7,34
10,1.1,35
11,,
0,-0.1,27
1,-0.1,28
2,0.7,29
3,0.0,30
4,-0.1,31
5,,
0,-0.1,26
1,,
0,0.9,26
1,0.0,27
2,1.7,28
3,,
4,0.9,31
5,1.6,32
6,0.8,33
7,-0.3,33
8,-0.7,34
9,-0.1,35
10,,
0,0.1,28
1,0.2,29
2,,
0,4.1,26
1,5.4,27
2,0.4,28
3,1.0,29
4,-0.3,30
5,-1.5,31
6,0.0,32
7,0.2,33
8,,
0,0.4,22
1,-0.2,23
2,3.8,23
3,1.5,24
4,-0.9,25
5,,
6,-0.3,27
7,-0.2,28
8,-0.5,29
9,-0.1,30
10,-0.4,31
11,1.1,32
12,0.9,32
13,,
0,0.0,28
1,-0.2,29
2,0.1,30
3,0.3,31
4,0.5,32
5,1.1,33
6,0.1,34
7,,
0,0.2,25
1,-0.6,26
2,,
0,-1.3,23
1,0.5,24
2,2.9,25
3,2.5,26
4,0.5,27
5,,
0,-0.1,24
1,-0.1,25
2,4.5,26
3,6.5,27
4,0.3,28
5,3.9,29
6,2.9,30
7,2.0,31
8,,
0,-0.1,24
1,,
2,0.1,26
3,1.8,27
4,3.8,28
5,1.8,29
6,0.6,30
7,0.6,31
8,1.3,32
9,0.9,33
10,0.0,33
11,-0.6,34
12,0.2,35
13,,
0,0.5,23
1,-0.1,24
2,0.5,25
3,0.0,26
4,,
0,-0.1,22
1,0.3,23
2,3.3,24
3,3.5,25
4,4.6,26
5,6.1,27
6,6.5,28
7,0.6,29
8,2.5,29
9,4.2,30
10,-0.1,31
11,-0.1,32
12,-0.5,33
13,2.0,34
14,0.2,34
15,,
0,0.5,25
1,0.4,26
2,1.0,27
3,0.1,28
4,1.6,29
5,0.6,30
6,0.3,30
7,0.3,31
8,-0.5,32
9,,
0,-0.3,27
1,1.4,28
2,1.8,29
3,-1.0,30
4,2.5,31
5,0.8,32
6,-0.4,33
7,0.0,34
8,,
0,0.4,24
1,0.4,25
2,-0.8,26
3,0.1,27
4,,
5,-0.1,32
6,,
0,-0.2,23
1,0.3,24
2,0.6,25
3,-0.6,26
4,,
0,-0.2,24
1,,
2,-0.2,27
3,,
0,0.4,23
1,1.5,24
2,-0.1,25
3,-0.9,25
4,-0.1,26
5,4.1,27
6,1.2,28
7,0.6,29
8,-1.3,30
9,,
0,0.3,21
1,0.2,22
2,-0.3,23
3,,
4,0.7,25
5,0.2,26
6,0.3,26
7,2.2,27
8,2.0,28
9,0.1,29
10,-0.6,29
11,1.4,30
12,1.0,31
13,0.3,32
14,0.3,33
15,-0.4,34
16,,
0,-0.1,25
1,0.2,26
2,0.5,27
3,0.2,28
4,-0.3,29
5,,
0,-0.4,21
1,-0.6,22
2,-0.4,23
3,1.3,24
4,-0.7,25
5,-0.7,26
6,-0.2,26
7,0.6,27
8,0.1,28
9,,
10,0.4,30
11,0.0,31
12,-1.0,32
13,,
0,0.6,24
1,3.1,25
2,1.2,26
3,-0.7,27
4,0.0,28
5,,
0,0.0,25
1,,
2,-0.2,29
3,,
4,0.7,31
5,0.3,32
6,,
0,0.0,24
1,-0.2,25
2,0.1,25
3,0.4,26
4,0.8,27
5,-0.1,28
6,,
0,-0.2,23
1,0.3,24
2,0.2,25
3,-0.4,26
4,0.4,26
5,,
0,0.4,22
1,-0.2,23
2,3.8,23
3,1.5,24
4,-0.9,25
5,,
6,-0.3,27
7,-0.2,28
8,-0.5,29
9,-0.1,30
10,-0.4,31
11,1.1,32
12,0.9,32
13,,
0,0.3,26
1,-0.5,27
2,0.5,28
3,,29
4,,
5,-0.1,31
6,,
0,-0.7,23
1,1.4,24
2,0.8,25
3,0.3,26
4,,
0,0.0,21
1,0.2,22
2,0.1,22
3,1.7,23
4,0.5,24
5,0.0,25
6,2.9,26
7,,
0,0.8,26
1,0.6,27
2,,
0,-0.4,25
1,0.8,26
2,-0.2,27
3,0.3,28
4,,
0,0.2,23
1,0.4,24
2,-0.9,25
3,0.0,26
4,,
0,0.3,25
1,0.0,26
2,,
0,-0.2,26
1,0.1,26
2,,
0,-0.1,22
1,0.4,23
2,1.0,24
3,3.8,25
4,1.6,26
5,4.0,27
6,3.6,28
7,1.1,29
8,1.9,30
9,,
0,-0.1,24
1,,
2,-0.1,26
3,1.1,27
4,-0.6,28
5,0.5,29
6,0.2,30
7,0.1,30
8,-0.1,31
9,,
0,0.2,29
1,,
0,1.2,23
1,1.0,24
2,3.4,25
3,2.5,26
4,1.2,27
5,,
6,0.1,29
7,,
0,1.0,23
1,2.6,24
2,0.5,25
3,0.8,26
4,2.0,27
5,-0.1,28
6,-0.1,28
7,-0.6,29
8,,
9,0.8,31
10,-0.5,32
11,-0.8,33
12,,
0,0.7,24
1,,
0,-0.2,25
1,-0.4,26
2,0.4,27
3,-0.2,27
4,0.2,28
5,,
0,0.1,25
1,0.0,26
2,2.4,26
3,2.4,27
4,0.0,28
5,2.5,29
6,1.9,30
7,2.4,31
8,2.7,32
9,0.5,33
10,1.1,34
11,0.4,35
12,0.2,36
13,,
0,0.8,24
1,0.8,25
2,0.6,26
3,1.6,27
4,-0.8,28
5,,
6,-0.2,30
7,0.9,31
8,0.9,32
9,0.0,32
10,1.7,33
11,-1.9,34
12,,
0,1.7,24
1,1.0,25
2,2.2,26
3,0.6,27
4,1.8,28
5,-1.6,29
6,-1.1,30
7,-0.4,31
8,,
9,-0.1,33
10,,
0,-0.2,22
1,,
2,0.6,24
3,-0.4,25
4,-0.3,26
5,1.7,27
6,0.7,28
7,,
8,0.0,30
9,-0.1,31
10,,
11,-0.1,33
12,,
0,-0.2,24
1,,
0,1.3,25
1,-1.4,26
2,,
0,0.5,25
1,-0.4,26
2,-0.4,26
3,1.9,27
4,0.2,28
5,0.0,29
6,0.2,29
7,,
8,-0.1,33
9,,
0,0.1,26
1,-0.5,27
2,0.0,28
3,,
0,-1.5,22
1,-0.3,22
2,,
0,0.8,24
1,0.8,25
2,0.6,26
3,1.6,27
4,-0.8,28
5,,
6,-0.2,30
7,0.9,31
8,0.9,32
9,0.0,32
10,1.7,33
11,-1.9,34
12,,
0,0.1,24
1,0.4,25
2,0.0,26
3,,
0,0.8,24
1,-1.0,25
2,,
0,-0.1,21
1,-0.1,22
2,-0.7,23
3,,
4,0.0,25
5,,
0,-0.1,24
1,-1.1,25
2,-0.3,26
3,0.2,27
4,-0.2,28
5,0.0,28
6,-0.5,29
7,1.0,29
8,-0.2,30
9,-0.5,31
10,,
0,-0.1,23
1,,
2,-0.6,25
3,,
4,0.8,27
5,1.7,28
6,-0.4,28
7,0.0,29
8,-0.3,29
9,,
0,2.2,25
1,-0.2,26
2,-0.1,27
3,0.1,28
4,2.7,29
5,0.3,30
6,0.2,30
7,,
8,0.3,32
9,0.4,32
10,,
0,0.5,22
1,0.9,23
2,4.7,24
3,3.3,25
4,6.6,26
5,2.6,27
6,2.7,28
7,1.7,28
8,3.7,29
9,2.6,29
10,2.9,30
11,1.6,31
12,4.2,32
13,1.8,33
14,,
0,-0.1,26
1,-0.6,27
2,0.3,28
3,-0.2,29
4,0.3,29
5,-0.4,29
6,,
7,0.8,31
8,,
0,-0.5,22
1,,
2,1.2,24
3,-0.1,25
4,2.3,26
5,1.3,27
6,0.8,28
7,0.2,29
8,0.6,29
9,2.2,30
10,-0.3,31
11,-0.1,32
12,-0.1,33
13,,
0,-0.6,25
1,-0.2,26
2,,
0,0.0,23
1,,
2,-0.2,25
3,3.7,26
4,3.9,27
5,1.2,28
6,1.5,29
7,1.5,30
8,0.0,31
9,,
0,-0.2,22
1,-0.1,23
2,,
0,-0.4,23
1,0.0,23
2,0.3,24
3,0.0,25
4,-0.3,25
5,-0.7,26
6,0.4,27
7,-0.5,27
8,-0.1,28
9,0.3,29
10,,
0,0.8,20
1,0.1,21
2,0.3,21
3,0.4,22
4,-0.4,23
5,0.0,24
6,0.5,25
7,-0.4,25
8,-0.6,26
9,-0.1,26
10,0.7,27
11,-0.5,28
12,2.2,29
13,0.3,30
14,1.8,31
15,0.5,32
16,0.4,33
17,-0.1,34
18,,
0,-0.4,26
1,0.4,27
2,0.0,28
3,,
4,-0.2,30
5,,
0,2.4,26
1,-1.3,27
2,,
0,-0.5,22
1,0.6,23
2,2.6,24
3,1.3,25
4,3.2,26
5,1.6,27
6,0.4,28
7,0.8,29
8,-1.6,30
9,2.0,31
10,-0.8,32
11,-0.3,32
12,,
0,1.4,25
1,0.1,26
2,-0.5,27
3,0.1,28
4,,
0,-0.8,24
1,0.3,24
2,0.7,25
3,3.5,26
4,3.5,27
5,2.2,28
6,7.2,29
7,2.8,30
8,-0.7,31
9,1.5,32
10,4.7,33
11,2.5,34
12,4.5,35
13,0.9,36
14,2.0,37
15,-1.0,38
16,-0.5,39
17,0.4,39
18,-0.5,40
19,,
0,0.8,23
1,,
0,1.0,24
1,0.5,25
2,,
0,0.0,27
1,,
2,-0.2,29
3,,
0,0.9,24
1,0.7,25
2,0.8,26
3,2.4,27
4,0.8,28
5,-0.8,29
6,0.5,30
7,0.0,31
8,0.7,31
9,,
0,-0.2,25
1,-0.3,26
2,0.0,27
3,,
0,0.0,24
1,-0.6,25
2,-0.1,26
3,,
0,-0.2,25
1,,
0,0.6,24
1,,
2,0.7,26
3,,
0,0.2,24
1,-0.3,25
2,2.1,26
3,,
0,1.4,22
1,-0.4,23
2,-0.3,23
3,-0.3,24
4,2.0,25
5,0.0,26
6,-0.5,27
7,,
0,-0.3,24
1,,
2,0.6,27
3,0.2,28
4,-0.3,29
5,-0.4,30
6,,
0,-0.2,24
1,-0.2,25
2,-0.3,26
3,,
0,0.8,25
1,0.7,26
2,0.0,27
3,0.3,28
4,0.0,28
5,,
0,0.6,27
1,,
2,0.3,29
3,,
0,-0.1,26
1,-0.3,27
2,,
3,-0.1,30
4,,
0,0.6,25
1,1.2,26
2,2.6,27
3,2.5,27
4,3.4,28
5,4.0,29
6,4.4,30
7,0.1,31
8,-0.2,32
9,0.1,33
10,0.7,34
11,,
0,-0.5,25
1,0.8,26
2,-0.1,27
3,,
0,0.4,26
1,0.7,27
2,0.1,28
3,-0.1,29
4,0.3,30
5,-0.2,31
6,0.3,32
7,,
0,0.3,24
1,-0.8,25
2,-0.4,26
3,,
0,-0.4,28
1,-1.0,29
2,,
0,0.4,21
1,,
2,1.3,23
3,-1.5,24
4,0.0,25
5,0.0,25
6,,
7,0.2,27
8,-0.6,27
9,,
0,0.0,22
1,1.5,23
2,-0.1,24
3,1.5,25
4,0.3,26
5,3.3,27
6,0.5,27
7,3.9,28
8,-0.5,29
9,-0.3,30
10,0.9,30
11,,
0,0.0,25
1,-0.2,26
2,,
3,-0.1,28
4,-0.4,29
5,,
0,1.7,23
1,2.6,24
2,1.6,25
3,2.1,25
4,1.6,26
5,0.1,27
6,,
7,-0.7,30
8,0.5,30
9,,
0,0.6,26
1,0.3,27
2,-0.2,28
3,,
0,0.4,22
1,1.5,23
2,0.9,24
3,-0.7,25
4,2.5,26
5,0.6,27
6,-0.5,28
7,0.3,28
8,-0.2,29
9,,
0,0.0,23
1,0.9,24
2,-0.3,25
3,0.0,26
4,0.5,27
5,0.0,28
6,,
0,0.2,23
1,0.0,24
2,,
0,0.1,27
1,0.8,28
2,-0.5,29
3,,
0,-0.1,21
1,,
0,-0.6,23
1,-0.9,24
2,2.3,25
3,0.5,26
4,,
5,-0.1,29
6,,
7,0.3,31
8,0.4,32
9,-0.7,33
10,0.8,34
11,-0.3,35
12,,
0,-0.3,24
1,1.3,25
2,-0.5,26
3,0.1,27
4,0.3,28
5,0.1,29
6,-0.2,30
7,,
0,0.0,24
1,-0.4,25
2,-0.2,26
3,-0.5,27
4,1.4,28
5,0.5,29
6,,
0,-0.2,23
1,,
0,0.6,25
1,0.1,26
2,-0.6,27
3,0.5,28
4,-0.6,29
5,,
0,0.1,19
1,,
2,1.6,23
3,2.7,24
4,0.3,25
5,2.5,26
6,,
0,-0.1,23
1,,
0,-1.3,25
1,0.0,26
2,-1.2,27
3,,
0,-0.2,27
1,0.1,28
2,0.0,29
3,,
0,-0.1,22
1,,
0,0.1,26
1,,
0,-0.5,23
1,,
2,0.0,25
3,,
0,0.2,23
1,1.0,24
2,-0.1,25
3,-0.5,26
4,,
0,-1.1,21
1,-0.5,22
2,0.4,23
3,4.8,24
4,0.3,25
5,0.5,26
6,-1.4,27
7,0.9,28
8,-2.4,29
9,0.1,29
10,2.5,30
11,2.8,31
12,-0.6,32
13,0.6,33
14,,
15,0.1,35
16,,
0,0.1,24
1,,
0,0.8,21
1,0.8,22
2,1.2,23
3,0.1,24
4,1.5,25
5,0.8,26
6,0.1,27
7,,
0,-0.1,22
1,,
0,-0.6,26
1,0.8,27
2,-0.1,28
3,-0.1,29
4,,
0,0.5,22
1,-0.2,23
2,-0.6,24
3,0.1,25
4,0.2,26
5,1.7,27
6,0.1,28
7,1.2,28
8,1.6,29
9,0.0,30
10,0.1,31
11,-0.5,31
12,,
13,-0.3,33
14,,
0,0.5,19
1,-0.5,20
2,-0.5,21
3,-0.2,22
4,0.2,23
5,2.4,24
6,4.2,25
7,0.1,26
8,1.9,26
9,2.4,27
10,0.6,27
11,2.1,28
12,-1.3,29
13,-2.3,30
14,0.2,31
15,0.2,31
16,-0.2,32
17,-0.5,32
18,-0.2,33
19,0.0,33
20,1.5,34
21,-1.6,35
22,-0.8,35
23,,
0,-0.4,23
1,0.3,24
2,,
0,-0.7,25
1,0.2,26
2,-0.5,27
3,,
4,1.8,29
5,4.3,30
6,4.0,31
7,1.2,32
8,0.1,33
9,0.3,33
10,0.6,34
11,-0.1,35
12,0.1,35
13,-0.5,36
14,-0.3,36
15,-0.6,37
16,0.5,38
17,1.0,39
18,,
0,0.2,23
1,-0.7,24
2,,
0,0.1,19
1,,
0,0.7,26
1,0.3,27
2,2.3,28
3,,
0,0.9,21
1,,
0,0.1,26
1,,
0,0.3,22
1,,
2,-0.2,24
3,-0.6,25
4,0.6,26
5,-0.1,27
6,-0.2,27
7,-0.6,27
8,,
0,-0.1,27
1,,
2,-0.3,29
3,,
0,0.0,23
1,-0.1,24
2,-0.2,25
3,0.1,26
4,0.3,27
5,-0.4,28
6,,
0,0.8,27
1,0.5,28
2,0.5,29
3,,
4,0.1,31
5,0.0,31
6,,
0,0.0,23
1,1.3,24
2,,
0,-0.3,21
1,0.7,22
2,-1.2,23
3,0.8,24
4,0.9,25
5,3.3,26
6,1.4,27
7,0.4,28
8,0.4,29
9,-0.6,30
10,-0.7,30
11,-0.9,31
12,-0.5,32
13,,
0,-0.6,24
1,0.2,25
2,-0.5,26
3,,
0,0.0,26
1,-0.1,27
2,0.6,28
3,0.2,29
4,,
5,-0.1,31
6,0.2,32
7,1.5,32
8,0.7,33
9,-0.5,34
10,-0.3,35
11,,
0,-0.5,23
1,,
2,-0.4,25
3,-0.2,26
4,-0.2,27
5,-0.6,28
6,,
0,0.2,28
1,,
0,-0.4,24
1,0.3,25
2,1.1,26
3,,
0,-0.2,25
1,0.1,26
2,,
3,0.6,28
4,,
0,-0.1,28
1,-0.1,29
2,,
0,0.1,25
1,0.7,26
2,-0.1,27
3,0.0,28
4,0.3,29
5,0.3,29
6,,
0,-0.2,25
1,,
0,0.1,23
1,0.7,24
2,0.8,25
3,0.0,26
4,1.4,26
5,0.7,27
6,-1.0,28
7,-0.6,28
8,0.0,29
9,,
10,0.0,31
11,,
0,0.8,22
1,2.8,23
2,-0.4,24
3,5.1,25
4,-0.2,26
5,2.7,27
6,2.8,28
7,-1.1,29
8,3.2,30
9,1.4,31
10,1.6,32
11,4.0,33
12,4.9,34
13,-0.6,35
14,-0.4,36
15,,
0,0.8,25
1,-0.6,26
2,,
0,0.2,25
1,-0.3,26
2,-0.3,27
3,-0.1,28
4,,
0,0.0,23
1,-1.7,24
2,-1.4,25
3,-0.5,26
4,1.1,26
5,0.5,27
6,-0.4,28
7,-0.1,28
8,-0.9,29
9,,
0,0.0,27
1,,
0,0.9,24
1,-0.3,25
2,-0.7,26
3,-0.3,27
4,-0.2,28
5,1.8,29
6,,
0,-0.2,25
1,0.6,26
2,2.4,27
3,0.0,28
4,-0.3,29
5,,
6,-0.8,31
7,,
0,-0.1,23
1,-0.6,23
2,-0.1,24
3,,
0,-0.2,25
1,0.7,26
2,0.2,27
3,0.0,28
4,-0.1,29
5,0.8,30
6,-0.4,31
7,,
0,0.7,27
1,0.2,28
2,0.0,29
3,,
4,0.2,31
5,,
0,-0.2,23
1,,
2,-1.6,25
3,-0.7,26
4,-0.4,27
5,1.1,27
6,1.9,28
7,,
8,-0.9,30
9,,
0,-0.1,22
1,-0.1,23
2,-0.1,24
3,0.7,25
4,-1.2,26
5,0.4,26
6,-0.2,27
7,-0.4,27
8,,
0,-0.4,26
1,,
0,0.0,26
1,-0.1,27
2,0.9,28
3,0.7,29
4,,
0,0.5,24
1,-1.0,25
2,-0.1,26
3,0.4,27
4,1.8,28
5,0.2,29
6,1.1,30
7,-0.3,30
8,0.5,31
9,,
10,0.1,33
11,,
0,0.0,22
1,0.7,23
2,0.0,24
3,-0.1,25
4,-0.5,25
5,-0.1,26
6,-0.1,27
7,-0.4,28
8,,
0,1.0,23
1,,
2,-0.3,25
3,1.0,26
4,-0.8,27
5,,
0,-0.4,25
1,-0.3,26
2,,
3,1.0,28
4,0.4,29
5,0.1,30
6,0.2,31
7,0.3,32
8,0.1,33
9,-0.4,34
10,3.7,35
11,0.5,36
12,0.8,37
13,-0.7,38
14,0.2,38
15,1.7,39
16,-0.8,39
17,0.3,40
18,0.7,41
19,0.1,41
20,-0.5,42
21,0.4,42
22,,
0,0.3,22
1,,
2,0.4,24
3,-0.7,25
4,0.7,26
5,1.9,27
6,3.2,28
7,-0.1,29
8,1.1,30
9,1.1,31
10,0.5,31
11,0.3,32
12,-0.6,33
13,,
0,0.2,23
1,-0.2,24
2,,
0,0.2,25
1,2.4,26
2,-0.1,27
3,-0.1,28
4,0.6,29
5,-0.4,30
6,0.0,31
7,0.5,31
8,-1.0,32
9,0.3,32
10,-0.3,33
11,0.0,34
12,,
0,1.2,24
1,-0.8,25
2,,
0,0.5,24
1,0.3,25
2,0.1,26
3,1.9,27
4,2.1,28
5,3.6,29
6,1.7,30
7,0.1,31
8,1.5,31
9,1.7,32
10,1.6,33
11,1.7,34
12,0.3,35
13,1.7,36
14,-0.7,37
15,-0.9,37
16,,
0,0.0,21
1,4.5,22
2,,
3,0.5,24
4,-0.2,25
5,4.2,26
6,0.6,27
7,-0.3,28
8,0.2,28
9,3.3,29
10,1.5,30
11,2.6,31
12,-0.5,32
13,0.7,32
14,-0.3,33
15,-0.2,33
16,0.0,34
17,1.0,35
18,,
0,-0.3,34
1,-0.1,35
2,,
0,1.5,24
1,,
2,0.0,26
3,0.2,27
4,1.4,28
5,0.9,29
6,0.8,30
7,1.1,31
8,-0.6,32
9,0.0,33
10,-0.3,34
11,,
0,0.3,24
1,-0.3,25
2,,
0,0.2,26
1,-0.2,27
2,0.4,28
3,,
4,-0.7,32
5,,
0,-0.4,26
1,,
0,1.1,21
1,-0.1,22
2,0.2,23
3,-0.7,24
4,0.2,25
5,0.3,25
6,0.5,26
7,-0.1,27
8,-0.2,28
9,0.8,29
10,-0.2,30
11,,
0,0.5,22
1,-0.9,23
2,,
0,0.8,26
1,-0.6,27
2,,
0,-0.2,24
1,,
0,-0.3,23
1,0.5,24
2,,
3,0.2,26
4,,
0,0.4,25
1,-0.8,26
2,0.0,27
3,,
0,-0.5,23
1,-1.4,24
2,-0.8,25
3,0.0,26
4,0.1,27
5,-0.1,28
6,,
