,WAR Delta,Age,Previous War
2863,0.4,26.0,-0.1
2864,-0.5,27.0,0.3
2865,-0.49999999999999994,28.0,-0.2
2866,1.2,29.0,-0.7
2867,-0.7,30.0,0.5
2868,1.1,31.0,-0.2
2869,-2.0,32.0,0.9
2870,1.2999999999999998,30.0,1.6
2871,0.6000000000000001,31.0,2.9
2872,-3.8,32.0,3.5
2873,-1.0,33.0,0.2
2874,1.4000000000000001,34.0,-0.1
2875,-2.0,27.0,0.6
2876,1.8,25.0,0.2
2877,2.0999999999999996,26.0,2.0
2878,-2.0999999999999996,27.0,4.1
2879,2.7,30.0,-0.6
2880,-2.5,31.0,2.1
2881,-1.2000000000000002,32.0,1.1
2882,-0.3,24.0,-0.3
2883,0.8,25.0,-0.6
2884,1.0,26.0,0.2
2885,1.3,30.0,-0.2
2886,-1.6,31.0,1.1
2887,0.30000000000000004,22.0,-0.1
2888,-0.8999999999999999,23.0,0.2
2889,0.6,24.0,-0.7
2890,0.6000000000000001,25.0,-0.2
2891,-0.2,26.0,0.4
2892,0.2,27.0,0.2
2893,-0.6000000000000001,28.0,0.4
2894,0.0,29.0,0.7
2895,-0.09999999999999998,30.0,0.7
2896,-1.7000000000000002,31.0,0.6
2897,-0.09999999999999987,32.0,-1.1
2898,2.2,24.0,0.7
2899,-0.2999999999999998,25.0,2.9
2900,-3.1,26.0,2.6
2901,0.4,27.0,-0.5
2902,2.0,28.0,-0.1
2903,0.10000000000000009,29.0,1.9
2904,-2.5,30.0,2.0
2905,0.6000000000000001,24.0,0.5
2906,0.9,23.0,-0.9
2907,-0.2,24.0,0.0
2908,-0.1,27.0,0.0
2909,-5.699999999999999,24.0,3.8
2910,0.3999999999999999,25.0,-1.9
2911,1.7,26.0,-1.5
2912,0.1,27.0,-0.1
2913,2.0,28.0,0.0
2914,-2.4,26.0,2.0
2915,-0.4,27.0,-0.4
2916,0.7999999999999999,28.0,-0.1
2917,-0.39999999999999997,29.0,0.7
2918,0.19999999999999998,30.0,0.1
2919,0.0,31.0,1.4
2920,-0.3999999999999999,32.0,1.4
2921,-1.1,33.0,1.0
2922,-0.2,25.0,0.2
2923,-0.2,26.0,0.0
2924,0.1,27.0,-0.2
2925,-0.1,28.0,-0.1
2926,-1.4000000000000001,23.0,1.1
2927,2.5999999999999996,24.0,-0.3
2928,-0.7999999999999998,25.0,2.3
2929,0.5,25.0,-0.4
2930,0.0,26.0,0.1
2931,-0.6,27.0,0.1
2932,0.7,28.0,-0.5
2933,2.8,29.0,0.2
2934,-2.0,30.0,3.0
2935,0.19999999999999996,31.0,1.0
2936,-0.5,32.0,1.2
2937,-0.49999999999999994,33.0,0.7
2938,0.8,34.0,0.2
2939,-3.3,35.0,1.0
2940,2.8,36.0,-2.3
2941,0.2,37.0,0.3
2942,2.4,23.0,0.9
2943,-0.6999999999999997,24.0,3.3
2944,-0.20000000000000018,25.0,2.6
2945,5.9,26.0,2.4
2946,-5.4,27.0,8.3
2947,3.4,28.0,2.9
2948,-5.3999999999999995,29.0,6.3
2949,1.9,30.0,0.9
2950,-0.6999999999999997,31.0,2.8
2951,-2.1,32.0,2.1
2952,0.6,33.0,0.0
2953,-0.6,34.0,0.6
2954,-0.9,35.0,0.0
2955,-0.4,26.0,0.4
2956,0.2,27.0,0.0
2957,-0.5,28.0,0.2
2958,-0.39999999999999997,29.0,-0.3
2959,-1.0,26.0,0.5
2960,0.7,27.0,-0.5
2961,-0.2,24.0,0.0
2962,0.4,25.0,-0.2
2963,-0.4,26.0,0.2
2964,2.0,27.0,1.1
2965,-0.6000000000000001,28.0,3.1
2966,2.2,29.0,2.5
2967,-4.6000000000000005,30.0,4.7
2968,1.9,31.0,0.1
2969,-2.6,32.0,2.0
2970,1.7000000000000002,33.0,-0.6
2971,-1.2000000000000002,34.0,1.1
2972,0.9,25.0,0.0
2973,0.9,26.0,0.9
2974,3.3,27.0,0.2
2975,-1.0,28.0,3.5
2976,-1.7,29.0,2.5
2977,-1.8,30.0,0.8
2978,1.0,31.0,-1.0
2979,1.3,32.0,0.0
2980,-2.8,33.0,1.3
2981,1.5,34.0,-1.5
2982,0.0,25.0,0.0
2983,0.5,26.0,0.0
2984,0.09999999999999998,27.0,0.5
2985,-0.19999999999999996,28.0,0.6
2986,-0.2,29.0,0.4
2987,0.0,32.0,0.0
2988,0.6,23.0,0.4
2989,-1.6,24.0,1.0
2990,2.8000000000000003,25.0,-0.6
2991,-0.9000000000000001,26.0,2.2
2992,-0.6000000000000001,27.0,1.3
2993,-0.5,28.0,0.5
2994,0.6,29.0,0.0
2995,1.6,30.0,0.6
2996,-0.6000000000000001,31.0,2.2
2997,-1.6,32.0,1.6
2998,-0.1,33.0,0.0
2999,0.1,34.0,-0.1
3000,-0.3,23.0,0.3
3001,-0.09999999999999998,24.0,-0.4
3002,-0.19999999999999996,25.0,-0.5
3003,0.8999999999999999,26.0,-0.7
3004,0.3,27.0,0.2
3005,1.5,28.0,0.5
3006,-1.8,29.0,2.0
3007,1.1,30.0,0.2
3008,-0.30000000000000004,31.0,1.3
3009,1.0,32.0,1.0
3010,0.2999999999999998,33.0,2.0
3011,-2.3,34.0,2.3
3012,-0.3,35.0,0.0
3013,0.0,27.0,0.0
3014,1.3,25.0,0.5
3015,2.8,26.0,1.8
3016,-5.699999999999999,27.0,4.6
3017,1.6,28.0,-1.1
3018,-1.0,29.0,0.9
3019,1.2999999999999998,30.0,0.4
3020,-2.2,31.0,1.7
3021,-0.5,24.0,0.0
3022,-0.30000000000000004,25.0,-0.5
3023,0.5,26.0,-0.8
3024,-1.4,27.0,-0.3
3025,0.5999999999999999,28.0,-1.7
3026,0.6000000000000001,29.0,-1.1
3027,-0.19999999999999996,30.0,-0.5
3028,1.2999999999999998,31.0,-0.7
3029,0.39999999999999997,32.0,0.2
3030,-0.8999999999999999,33.0,0.6
3031,0.40000000000000013,28.0,1.2
3032,-1.4000000000000001,29.0,1.6
3033,-0.2,30.0,0.2
3034,0.4,31.0,0.0
3035,-1.5,32.0,0.4
3036,-0.09999999999999987,33.0,-1.1
3037,0.4,22.0,-0.1
3038,-1.1,23.0,0.3
3039,2.1,24.0,-0.8
3040,-0.9,25.0,1.3
3041,0.0,26.0,0.4
3042,-1.0,27.0,0.4
3043,1.1,28.0,-0.6
3044,0.5,31.0,0.8
3045,-1.0,32.0,1.3
3046,-0.09999999999999998,33.0,0.3
3047,-0.30000000000000004,34.0,0.2
3048,0.7999999999999999,35.0,-0.1
3049,0.39999999999999997,36.0,-0.6
3050,0.7999999999999999,24.0,0.6
3051,0.5,25.0,1.4
3052,0.8000000000000003,26.0,1.9
3053,1.8999999999999995,27.0,2.7
3054,-3.0999999999999996,28.0,4.6
3055,-0.10000000000000009,29.0,1.5
3056,0.40000000000000013,30.0,1.4
3057,0.0,31.0,-0.1
3058,1.5,32.0,-0.1
3059,-0.8999999999999999,33.0,1.4
3060,1.5,34.0,0.5
3061,-1.2,35.0,2.0
3062,-0.7000000000000001,36.0,0.8
3063,0.9,37.0,0.1
3064,-1.5,38.0,1.0
3065,3.3,22.0,-1.2
3066,-2.1,23.0,2.1
3067,0.9000000000000001,24.0,0.7
3068,0.5,25.0,1.6
3069,-0.10000000000000009,26.0,2.1
3070,-1.1,27.0,2.0
3071,-0.9,28.0,0.9
3072,-0.5,29.0,0.0
3073,2.7,30.0,-0.5
3074,2.5999999999999996,31.0,2.2
3075,-1.6999999999999997,32.0,4.8
3076,-2.6,33.0,3.1
3077,-0.09999999999999998,34.0,0.5
3078,-0.9,35.0,0.4
3079,-0.8,36.0,0.8
3080,0.2,23.0,-0.2
3081,-0.9,24.0,0.0
3082,0.8,25.0,-0.9
3083,1.2,26.0,0.3
3084,-0.7,27.0,1.5
3085,2.5,28.0,0.8
3086,-0.09999999999999964,29.0,3.3
3087,-3.0,30.0,3.2
3088,4.2,31.0,0.2
3089,-3.5000000000000004,32.0,4.4
3090,-0.6000000000000001,33.0,0.9
3091,0.0,26.0,1.6
3092,-0.8999999999999999,24.0,0.3
3093,1.4,25.0,-0.6
3094,-0.9,26.0,0.8
3095,1.1,27.0,-0.1
3096,-2.2,28.0,1.0
3097,1.2,29.0,-1.2
3098,0.1,30.0,-0.1
3099,2.5,31.0,0.0
3100,-1.8,32.0,2.5
3101,-1.0,33.0,0.7
3102,0.19999999999999998,34.0,-0.3
3103,0.0,35.0,-0.1
3104,1.0,27.0,4.2
3105,-3.5,28.0,5.2
3106,0.19999999999999996,29.0,1.7
3107,1.0,30.0,1.9
3108,-1.2,31.0,2.9
3109,-0.8999999999999999,32.0,1.7
3110,-0.6000000000000001,33.0,0.8
3111,1.1,34.0,-0.1
3112,0.3999999999999999,35.0,1.0
3113,-0.3,23.0,0.3
3114,-0.09999999999999998,24.0,-0.4
3115,-0.19999999999999996,25.0,-0.5
3116,0.8999999999999999,26.0,-0.7
3117,0.3,27.0,0.2
3118,1.5,28.0,0.5
3119,-1.8,29.0,2.0
3120,1.1,30.0,0.2
3121,-0.30000000000000004,31.0,1.3
3122,1.0,32.0,1.0
3123,0.2999999999999998,33.0,2.0
3124,-2.3,34.0,2.3
3125,-0.3,35.0,0.0
3126,0.7,27.0,0.0
3127,1.2,28.0,0.7
3128,1.9,29.0,1.9
3129,-3.4,30.0,3.8
3130,1.2999999999999998,31.0,0.4
3131,1.2,32.0,1.7
3132,-1.2,33.0,2.9
3133,0.5000000000000002,34.0,1.7
3134,-1.0000000000000002,35.0,2.2
3135,1.0,36.0,0.5
3136,-0.2,29.0,0.0
3137,0.2,30.0,-0.2
3138,2.8,24.0,0.1
3139,-1.2999999999999998,25.0,2.9
3140,3.3000000000000003,26.0,1.6
3141,0.1999999999999993,27.0,4.9
3142,-1.3999999999999995,28.0,5.1
3143,0.09999999999999964,29.0,3.7
3144,-1.5999999999999996,30.0,3.8
3145,1.5999999999999996,31.0,2.2
3146,-1.6999999999999997,32.0,3.8
3147,1.0,33.0,2.1
3148,-1.2000000000000002,34.0,3.1
3149,-2.7,35.0,3.2
3150,1.1,36.0,0.5
3151,2.4,27.0,0.0
3152,-0.8999999999999999,28.0,2.4
3153,-1.7,29.0,1.5
3154,0.0,30.0,-0.2
3155,2.4000000000000004,24.0,-2.7
3156,0.09999999999999998,25.0,-0.3
3157,-0.6,26.0,0.0
3158,-2.0,31.0,1.5
3159,0.0,32.0,-0.5
3160,-0.1,33.0,0.1
3161,0.0,34.0,0.2
3162,0.0,35.0,0.2
3163,0.6,26.0,-0.5
3164,0.0,27.0,0.1
3165,-2.8,31.0,2.5
3166,0.0,32.0,-0.3
3167,-0.10000000000000003,33.0,-0.3
3168,0.10000000000000003,34.0,-0.4
3169,0.6,22.0,0.1
3170,-1.2999999999999998,23.0,0.7
3171,1.2999999999999998,24.0,-0.6
3172,-0.39999999999999997,25.0,0.7
3173,1.0,26.0,0.3
3174,2.0999999999999996,27.0,1.3
3175,0.8999999999999999,28.0,3.4
3176,0.9000000000000004,29.0,4.3
3177,0.5999999999999996,30.0,5.2
3178,0.6000000000000005,31.0,5.8
3179,-4.7,32.0,6.4
3180,-1.0,33.0,1.7
3181,2.0999999999999996,34.0,0.7
3182,1.2000000000000002,35.0,2.8
3183,-0.7999999999999998,36.0,4.0
3184,1.2000000000000002,37.0,3.2
3185,-1.8000000000000003,38.0,4.4
3186,0.5,39.0,2.6
3187,2.1,40.0,3.1
3188,2.4000000000000004,27.0,1.2
3189,-3.1,28.0,3.6
3190,1.7999999999999998,29.0,0.5
3191,1.4000000000000004,30.0,2.3
3192,-1.8000000000000003,31.0,3.7
3193,0.8,26.0,0.2
3194,-1.9,27.0,1.0
3195,1.0,28.0,-0.9
3196,1.6,29.0,0.2
3197,-2.0,30.0,1.8
3198,0.8999999999999999,31.0,-0.2
3199,2.1,32.0,-0.1
3200,-0.8,33.0,2.0
3201,-0.09999999999999987,34.0,1.2
3202,-0.10000000000000009,35.0,1.1
3203,-0.30000000000000004,36.0,1.0
3204,-1.0,37.0,0.7
3205,0.19999999999999998,38.0,-0.3
3206,1.7000000000000002,39.0,-0.1
3207,-0.3999999999999999,24.0,-1.0
3208,0.2999999999999998,25.0,-1.4
3209,2.2,26.0,-1.1
3210,-2.0,27.0,1.1
3211,1.1,28.0,-0.9
3212,-0.09999999999999987,29.0,1.2
3213,1.0,30.0,1.1
3214,1.1,31.0,2.1
3215,-2.6,32.0,3.2
3216,1.3,33.0,0.3
3217,1.1,34.0,1.0
3218,-2.1,35.0,2.1
3219,0.3,36.0,0.0
3220,-0.3,37.0,0.3
3221,-0.7,24.0,0.2
3222,-0.30000000000000004,22.0,0.2
3223,1.1,23.0,-0.1
3224,-0.4,24.0,1.0
3225,-1.1,25.0,0.6
3226,0.8999999999999999,29.0,-0.7
3227,-0.1,30.0,0.2
3228,0.7000000000000001,31.0,0.1
3229,-0.8,32.0,0.8
3230,-0.3,33.0,0.0
3231,0.6,34.0,-0.1
3232,-0.4,35.0,0.1
3233,-0.2,28.0,0.2
3234,2.5,23.0,-0.9
3235,0.8999999999999999,24.0,1.6
3236,-2.5,25.0,2.5
3237,2.1,26.0,0.0
3238,0.6999999999999997,27.0,2.1
3239,-1.9,28.0,2.8
3240,1.0,29.0,0.7
3241,0.0,30.0,1.7
3242,-0.30000000000000004,31.0,1.7
3243,-0.8999999999999999,32.0,1.4
3244,-0.8,33.0,0.5
3245,-0.6000000000000001,34.0,-0.3
3246,-1.7999999999999998,24.0,0.6
3247,1.0999999999999999,25.0,-1.2
3248,3.6,26.0,-0.1
3249,0.7999999999999998,27.0,3.5
3250,-4.0,28.0,4.3
3251,3.3000000000000003,29.0,0.3
3252,-3.0,30.0,3.6
3253,0.20000000000000007,31.0,0.6
3254,2.8,25.0,-0.5
3255,-0.3999999999999999,26.0,2.3
3256,0.7000000000000002,27.0,1.9
3257,-2.9,28.0,2.6
3258,-0.10000000000000003,29.0,-0.3
3259,1.6,30.0,-0.4
3260,-0.6,31.0,1.2
3261,-0.39999999999999997,32.0,0.6
3262,0.10000000000000009,22.0,1.4
3263,1.7000000000000002,23.0,1.5
3264,0.7999999999999998,24.0,3.2
3265,-2.3,25.0,4.0
3266,1.3,26.0,1.7
3267,-4.4,27.0,3.0
3268,5.6,28.0,-1.4
3269,-2.5,29.0,4.2
3270,-0.3999999999999999,30.0,1.7
3271,1.8,31.0,1.3
3272,-3.2,32.0,3.1
3273,0.0,33.0,0.5
3274,-0.1,29.0,-0.1
3275,-0.1,29.0,-0.1
3276,-0.5,25.0,4.3
3277,-2.0999999999999996,26.0,3.8
3278,0.7,27.0,1.7
3279,2.5000000000000004,28.0,2.4
3280,-1.8000000000000003,29.0,4.9
3281,1.1999999999999997,30.0,3.1
3282,-3.1999999999999997,31.0,4.3
3283,0.5,32.0,1.1
3284,-2.8,33.0,1.6
3285,2.3,34.0,-1.2
3286,0.5,24.0,-0.2
3287,-0.09999999999999998,25.0,0.3
3288,-0.8999999999999999,26.0,0.2
3289,0.6,27.0,-0.7
3290,-0.19999999999999998,28.0,-0.1
3291,-0.3,29.0,-0.3
3292,1.6,30.0,-0.6
3293,-0.8,31.0,1.0
3294,-0.1,32.0,0.2
3295,0.4,33.0,0.1
3296,-1.6,34.0,0.5
3297,1.3,35.0,-1.1
3298,-0.09999999999999998,24.0,-0.2
3299,0.4,25.0,-0.3
3300,-0.30000000000000004,26.0,0.1
3301,0.0,27.0,-0.2
3302,0.2,28.0,0.0
3303,-0.1,29.0,0.2
3304,-0.2,30.0,0.1
3305,0.2,31.0,-0.1
3306,0.30000000000000004,32.0,0.1
3307,-0.2,33.0,0.4
3308,-0.5,34.0,0.2
3309,0.7999999999999999,23.0,-0.1
3310,-1.1,24.0,0.7
3311,1.5,25.0,-0.4
3312,0.8999999999999999,26.0,1.1
3313,0.7999999999999998,27.0,2.0
3314,0.0,28.0,2.8
3315,2.6000000000000005,29.0,2.8
3316,-6.800000000000001,30.0,5.4
3317,3.0999999999999996,31.0,-1.4
3318,-2.9,32.0,1.7
3319,0.5,24.0,0.1
3320,-0.5,25.0,0.6
3321,2.4,26.0,0.1
3322,-1.3,27.0,2.5
3323,-1.5,28.0,1.2
3324,1.3,29.0,-0.3
3325,-0.30000000000000004,24.0,0.4
3326,0.0,25.0,0.1
3327,3.5999999999999996,22.0,-0.3
3328,1.7000000000000002,23.0,3.3
3329,2.5,24.0,5.0
3330,0.5,25.0,7.5
3331,-3.4000000000000004,26.0,8.0
3332,0.6000000000000005,27.0,4.6
3333,-1.5,28.0,5.2
3334,-0.10000000000000009,29.0,3.7
3335,0.6000000000000001,30.0,3.6
3336,-0.40000000000000036,31.0,4.2
3337,1.7999999999999998,32.0,3.8
3338,-1.6999999999999997,33.0,5.6
3339,-0.8999999999999999,34.0,3.9
3340,3.5999999999999996,35.0,3.0
3341,-4.8999999999999995,36.0,6.6
3342,-0.30000000000000004,37.0,1.7
3343,0.8000000000000003,38.0,1.4
3344,-3.0,39.0,2.2
3345,0.10000000000000009,40.0,-0.8
3346,0.0,25.0,0.0
3347,0.0,26.0,0.0
3348,0.0,27.0,0.0
3349,0.0,28.0,0.0
3350,0.1,29.0,0.0
3351,-0.2,30.0,0.1
3352,0.2,31.0,-0.1
3353,0.1,32.0,0.1
3354,-0.4,33.0,0.2
3355,0.0,34.0,-0.2
3356,0.30000000000000004,35.0,-0.2
3357,0.4,36.0,0.1
3358,-0.2,37.0,0.5
3359,0.2,38.0,0.3
3360,-0.4,39.0,0.5
3361,0.0,40.0,0.0
3362,1.0,24.0,1.0
3363,1.2000000000000002,25.0,2.0
3364,-0.7000000000000002,26.0,3.2
3365,-2.2,27.0,2.5
3366,-0.4,28.0,0.3
3367,0.5,23.0,-0.5
3368,-0.5,24.0,0.0
3369,0.2,25.0,-0.5
3370,-0.2,26.0,-0.3
3371,2.2,27.0,-0.1
3372,-0.9000000000000001,28.0,2.1
3373,-1.3,29.0,1.2
3374,-0.8,30.0,-0.1
3375,0.30000000000000004,31.0,-0.9
3376,2.4,24.0,0.0
3377,1.0,25.0,2.4
3378,-0.2999999999999998,26.0,3.4
3379,0.10000000000000009,27.0,3.1
3380,-2.7,28.0,3.2
3381,0.4,29.0,0.5
3382,0.1,25.0,-0.2
3383,0.5,26.0,-0.1
3384,-0.9,27.0,0.4
3385,0.5,28.0,-0.5
3386,-0.10000000000000003,24.0,-0.3
3387,0.5,25.0,-0.4
3388,4.800000000000001,26.0,0.1
3389,-5.2,27.0,4.9
3390,0.09999999999999998,28.0,-0.3
3391,0.4,29.0,-0.2
3392,-0.30000000000000004,30.0,0.2
3393,0.3999999999999999,25.0,2.1
3394,-1.9,26.0,2.5
3395,-0.3,27.0,0.6
3396,0.09999999999999998,24.0,0.8
3397,1.8000000000000003,25.0,0.9
3398,-0.8000000000000003,26.0,2.7
3399,2.5000000000000004,27.0,1.9
3400,-0.8000000000000003,28.0,4.4
3401,-0.20000000000000018,29.0,3.6
3402,-1.0,30.0,3.4
3403,1.3000000000000003,31.0,2.4
3404,-3.1,32.0,3.7
3405,0.7000000000000001,33.0,0.6
3406,-0.10000000000000009,34.0,1.3
3407,0.0,35.0,1.2
3408,3.7,36.0,1.2
3409,-2.8000000000000003,37.0,4.9
3410,0.6000000000000001,38.0,2.1
3411,-0.40000000000000036,39.0,2.7
3412,1.2000000000000002,40.0,2.3
3413,-3.1,41.0,3.5
3414,1.5,42.0,0.4
3415,1.5,23.0,-0.3
3416,0.5,24.0,1.2
3417,0.5999999999999999,25.0,1.7
3418,0.30000000000000027,26.0,2.3
3419,-0.6000000000000001,27.0,2.6
3420,-0.19999999999999996,28.0,2.0
3421,0.5999999999999999,29.0,1.8
3422,1.6,30.0,2.4
3423,-2.2,31.0,4.0
3424,-3.1,32.0,1.8
3425,2.8,33.0,-1.3
3426,1.2999999999999998,23.0,0.1
3427,-0.09999999999999987,24.0,1.4
3428,1.7,25.0,1.3
3429,-0.7000000000000002,26.0,3.0
3430,2.1000000000000005,27.0,2.3
3431,0.39999999999999947,28.0,4.4
3432,-4.5,29.0,4.8
3433,-0.30000000000000004,21.0,0.1
3434,0.6,21.0,0.1
3435,-0.6,22.0,0.7
3436,0.4,23.0,-0.1
3437,1.7,24.0,0.3
3438,-2.4,25.0,2.0
3439,0.4,26.0,-0.4
3440,-0.1,27.0,0.0
3441,0.4,28.0,-0.1
3442,1.5999999999999999,29.0,0.3
3443,0.6000000000000001,30.0,1.9
3444,-1.7,31.0,2.5
3445,-1.6,32.0,0.8
3446,0.8,26.0,-0.9
3447,-0.1,27.0,-0.1
3448,0.1,24.0,0.1
3449,-0.8,25.0,0.2
3450,0.0,26.0,-0.6
3451,0.6,23.0,-0.3
3452,1.4,24.0,0.3
3453,0.30000000000000004,25.0,1.7
3454,-1.0,26.0,2.0
3455,0.0,27.0,1.0
3456,-0.6,28.0,1.0
3457,3.0,29.0,0.4
3458,-1.7,30.0,3.4
3459,-0.30000000000000004,31.0,1.7
3460,-1.5999999999999999,32.0,1.4
3461,0.5,33.0,-0.2
3462,-0.8,34.0,0.3
3463,0.4,22.0,-0.4
3464,-0.4,23.0,0.2
3465,2.8000000000000003,24.0,-0.2
3466,-1.7000000000000002,25.0,2.6
3467,-0.4,26.0,0.9
3468,0.2,23.0,-0.4
3469,-0.6000000000000001,24.0,-0.2
3470,4.0,25.0,-0.8
3471,-4.5,26.0,3.2
3472,1.6,27.0,-1.3
3473,2.0,30.0,0.1
3474,-1.5,31.0,2.1
3475,-1.4,32.0,0.6
3476,0.0,33.0,-0.8
3477,0.30000000000000004,34.0,-0.8
3478,0.5,35.0,-0.5
3479,-0.2,36.0,0.0
3480,-1.1,22.0,0.0
3481,-0.4,25.0,-0.1
3482,-1.0,28.0,0.7
3483,0.0,29.0,-0.3
3484,1.2,30.0,-0.3
3485,-1.1,31.0,0.9
3486,0.09999999999999998,24.0,0.2
3487,-0.09999999999999998,25.0,0.3
3488,-0.8,26.0,0.2
3489,-0.8,27.0,0.2
3490,0.1,28.0,-0.2
3491,-0.19999999999999998,29.0,-0.1
3492,-0.2,28.0,0.2
3493,-0.6,25.0,0.7
3494,-0.4,26.0,0.1
3495,-0.2,27.0,-0.3
3496,0.5,28.0,-0.5
3497,0.1,27.0,0.0
3498,-0.4,34.0,0.5
3499,-0.1,35.0,0.1
3500,1.6,26.0,0.4
3501,0.3999999999999999,27.0,2.0
3502,1.6999999999999997,28.0,2.4
3503,-3.5999999999999996,29.0,4.1
3504,1.6,30.0,0.5
3505,-1.8,31.0,2.1
3506,-0.09999999999999998,32.0,0.3
3507,-0.29999999999999993,33.0,-0.4
3508,-1.5,25.0,-0.2
3509,1.5999999999999999,26.0,-1.7
3510,2.9,27.0,-0.1
3511,-1.4,28.0,2.8
3512,2.9,29.0,1.4
3513,-4.3999999999999995,30.0,4.3
3514,1.4000000000000001,31.0,-0.3
3515,1.1,32.0,1.1
3516,-0.8000000000000003,33.0,2.2
3517,-0.19999999999999996,34.0,1.4
3518,-1.2,35.0,1.2
3519,0.1,26.0,-0.2
3520,0.4,27.0,-0.1
3521,0.39999999999999997,28.0,0.3
3522,0.20000000000000007,29.0,0.7
3523,-0.7,30.0,0.9
3524,-0.8,31.0,1.3
3525,-0.09999999999999998,32.0,0.5
3526,0.7999999999999999,33.0,0.4
3527,-0.5,34.0,1.2
3528,-0.8999999999999999,35.0,0.7
3529,0.3,36.0,-0.6
3530,-1.8,27.0,0.2
3531,1.7000000000000002,28.0,-1.6
3532,-0.2,29.0,0.1
3533,-0.19999999999999998,30.0,-0.1
3534,0.3,31.0,-0.3
3535,0.6,32.0,-0.3
3536,-0.8,33.0,0.3
3537,-0.19999999999999996,34.0,-0.5
3538,-0.4,35.0,0.0
3539,-0.6,26.0,0.1
3540,0.4,27.0,-0.5
3541,1.7,25.0,1.3
3542,-1.2,26.0,3.0
3543,-1.7,27.0,1.8
3544,0.8,28.0,0.1
3545,1.4,29.0,0.9
3546,-2.5,30.0,2.3
3547,0.0,31.0,-0.2
3548,-0.2,32.0,-0.3
3549,0.30000000000000004,27.0,-0.1
3550,0.0,28.0,0.2
3551,-0.1,29.0,0.2
3552,2.0,26.0,0.1
3553,-1.8,27.0,2.1
3554,0.0,28.0,0.3
3555,-0.3,29.0,0.3
3556,0.0,30.0,0.0
3557,-0.4,31.0,0.0
3558,-1.1,24.0,3.7
3559,-1.9000000000000001,25.0,2.6
3560,1.2,26.0,0.7
3561,-3.0,27.0,1.9
3562,-0.4,28.0,0.2
3563,0.0,28.0,0.1
3564,-0.6,29.0,0.1
3565,0.2,28.0,-0.1
3566,0.1,29.0,0.1
3567,-0.2,30.0,0.2
3568,0.6,31.0,0.0
3569,0.0,23.0,0.0
3570,-0.1,24.0,0.0
3571,0.4,25.0,-0.1
3572,-1.0,26.0,0.3
3573,0.6,27.0,-0.7
3574,-0.4,28.0,-0.1
3575,0.0,31.0,-0.2
3576,0.2,32.0,-0.2
3577,4.7,23.0,-0.8
3578,3.0000000000000004,24.0,3.9
3579,-1.3000000000000007,25.0,6.9
3580,-2.3999999999999995,26.0,5.6
3581,4.8,27.0,3.2
3582,-2.9000000000000004,28.0,8.0
3583,1.0,29.0,5.1
3584,-2.1999999999999997,30.0,6.1
3585,-1.2999999999999998,31.0,3.9
3586,2.8000000000000003,32.0,2.6
3587,-2.9000000000000004,33.0,5.4
3588,-2.6,34.0,2.5
3589,-0.5,35.0,-0.1
3590,-0.5,24.0,-0.1
3591,-3.0,26.0,2.3
3592,0.49999999999999994,27.0,-0.7
3593,0.8,28.0,-0.2
3594,1.2999999999999998,29.0,0.6
3595,-2.0,30.0,1.9
3596,-0.4,31.0,0.2
3597,-0.9000000000000001,32.0,-0.2
3598,0.2,25.0,-0.2
3599,0.1,23.0,-0.1
3600,-0.1,26.0,0.0
3601,0.1,27.0,-0.1
3602,0.0,28.0,0.0
3603,-0.09999999999999998,24.0,-0.4
3604,-0.09999999999999998,25.0,-0.5
3605,0.7,26.0,-0.6
3606,-0.1,27.0,0.1
3607,0.5,28.0,0.0
3608,0.0,29.0,0.5
3609,0.09999999999999998,30.0,0.5
3610,0.0,33.0,0.4
3611,-0.7,34.0,0.4
3612,0.7,35.0,-0.3
3613,0.19999999999999996,36.0,0.4
3614,-1.0000000000000002,24.0,2.2
3615,0.30000000000000004,25.0,1.2
3616,2.5999999999999996,26.0,1.5
3617,-2.3999999999999995,27.0,4.1
3618,1.4,23.0,-0.5
3619,-0.4,24.0,0.9
3620,-0.7,25.0,0.5
3621,0.09999999999999987,26.0,1.1
3622,-0.09999999999999987,27.0,1.2
3623,-1.2000000000000002,28.0,1.1
3624,1.6,29.0,-0.1
3625,0.0,30.0,1.5
3626,-2.7,31.0,1.5
3627,0.8999999999999999,32.0,-1.2
3628,-0.4,25.0,0.3
3629,0.6,26.0,-0.1
3630,5.1,27.0,0.5
3631,0.5,28.0,5.6
3632,0.40000000000000036,29.0,6.1
3633,-6.3,30.0,6.5
3634,2.9,31.0,0.2
3635,3.9,32.0,3.1
3636,-0.5,33.0,7.0
3637,-0.2999999999999998,34.0,6.5
3638,-0.6000000000000005,35.0,6.2
3639,-0.6999999999999993,36.0,5.6
3640,0.7999999999999998,37.0,4.9
3641,-0.9000000000000004,38.0,5.7
3642,-2.1999999999999997,39.0,4.8
3643,0.6999999999999997,40.0,2.6
3644,-3.5999999999999996,41.0,3.3
3645,-2.3000000000000003,20.0,3.2
3646,0.0,21.0,0.9
3647,0.20000000000000007,22.0,0.9
3648,1.1,23.0,1.1
3649,-0.7000000000000002,24.0,2.2
3650,2.8,25.0,1.5
3651,1.2999999999999998,26.0,4.3
3652,-3.4999999999999996,27.0,5.6
3653,-0.7000000000000002,28.0,2.1
3654,2.8000000000000003,29.0,1.4
3655,-0.10000000000000053,30.0,4.2
3656,-2.9999999999999996,31.0,4.1
