Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Video,playerId
"Cole Brannen","BOS","OF","A",0,10,,"40",2022,"","19","6' 0""","170","L","R","2nd rd 2017","Westfield HS (GA)","1Kk9ikfUHE0","sa3004616"
"Alex Speas","TEX","RHP","R",0,25,,"40",2022,"","20","6' 4""","180","R","R","2nd rd 2016","McEachern HS (GA)","ja_dnjJCRDU","sa917945"
"Bobby Dalbec","BOS","3B",,0,11,,"40",2021,"","22","6' 4""","225","R","R","4th rd 2016","Arizona","","sa857701"
"A.J. Alexy","TEX","RHP","A+",0,26,,"40",2022,"","19","6' 4""","195","R","R","11th rd 2016","Twin Valley HS (PA)","N5cPI1HSCZM","sa919115"
"Josh Ockimey","BOS","1B","AAA",0,12,,"40",2020,"","22","6' 1""","215","L","R","5th rd 2014","Neumann-Goretti HS (PA)","cSQgarI_0lw","sa829375"
"Miguel Aparicio","TEX","CF","A",0,27,,"40",2020,"","18","6' 0""","165","L","L","J2 2015","Venezuela","3GM5aizrKXc","sa917275"
"C.J. Chatham","BOS","SS",,0,13,,"40",2020,"","23","6' 3""","185","R","R","2nd rd 2016","Florida Atlantic","o51fk4q6VrI","sa873984"
"Ty Buttrey","BOS","RHP","MLB",0,14,,"40",2018,"","25","6' 6""","230","R","R","4th rd 2012","Providence HS (NC)","","14719"
"Blake Perkins","WSN","CF","AA",0,7,,"40",2020,"","21","6' 1""","165","S","R","2nd rd 2016","Verrado HS (AZ)","97hbiPICZPQ","sa874806"
"Alex Scherff","BOS","RHP","A+",0,15,,"40",2022,"","20","6' 3""","205","S","R","5th rd 2017","Prestonwood Christian HS (TX)","gQo53t6hJMk","sa3005397"
