Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Video,playerId
"Ronaldo Hernandez","TBR","C",,0,18,,"45",2022,"","20","6' 1""","195","R","R","J2 2014","Colombia","","sa881850"
"Yusniel Diaz","LAD","RF","AA",0,11,,"45",2020,"","21","6' 1""","195","R","R","J2 2015","Cuba","","sa912848"
"Jose Soriano","LAA","RHP","A",0,9,,"45",2022,"","19","6' 3""","168","R","R","J2 2015","Dominican Republic","oHZqJGlxrbg","sa916702"
"Garrett Whitley","TBR","OF",,0,19,,"45",2021,"","21","6' 0""","200","R","R","1st rd 2015","Niskayuna HS (NY)","jqJa4iF01gE","sa874244"
"Jeren Kendall","LAD","CF","A+",0,12,,"45",2021,"","22","6' 0""","190","L","R","1st rd 2017","Vanderbilt","r2TAFjALtKw","sa829529"
"Jose De Leon","TBR","RHP",,0,20,,"45",2018,"","25","6' 2""","220","R","R","24th rd 2013","Southern","a7XOAwjfRJQ","15463"
"Starling Heredia","LAD","CF","-1",0,13,,"45",2022,"","19","6' 2""","200","R","R","J2 2015","Dominican Republic","pNLxwMrBLr4","sa917328"
"Hunter Harvey","BAL","RHP","MLB",0,3,,"45",2018,"","22","6' 3""","175","R","R","1st rd 2013","Bandys HS (NC)","h6K2W6p8iCg","15507"
"DL Hall","BAL","LHP","A+",0,4,,"45",2020,"","19","6' 0""","180","L","L","1st rd 2017","Valdosta HS (GA)","uN2TRUVwjs4","sa3005282"
"Tanner Scott","BAL","LHP","MLB",0,5,,"45",2018,"","22","6' 2""","220","R","L","6th rd 2014","Howard JC (TX)","dSTn-yI8hfw","17586"
"Cedric Mullins","BAL","CF",,0,6,,"45",2019,"","23","5' 8""","175","S","L","13th rd 2015","Campbell","","17929"
"Ryan Mountcastle","BAL","LF",,0,7,,"45",2019,"","21","6' 3""","185","R","R","1st rd 2015","Hagerty HS (FL)","Mf-E2t1dIxo","sa874734"
"Luis Ortiz","MIL","RHP","MLB",0,8,,"45",2018,"","22","6' 3""","240","R","R","1st rd 2014","Sanger HS (CA)","Bc-6cJ0VFrQ","16942"
"Bubba Thompson","TEX","CF","A+",0,5,,"45",2022,"","19","6' 2""","180","R","R","1st rd 2017","McGill-Toolen HS (AL)","KipPA56WeHo","sa3004140"
"Freddy Peralta","MIL","RHP","MLB",0,9,,"45",2019,"","21","5' 11""","175","R","R","J2 2012","Dominican Republic","","18679"
"Pedro Gonzalez","TEX","CF","A",0,6,,"45",2021,"","20","6' 5""","190","R","R","J2 2014","Dominican Republic","0ZYOxS1M2BA","sa872568"
"Mauricio Dubon","MIL","SS","MLB",0,10,,"45",2018,"","23","6' 0""","160","R","R","26th rd 2013","Capital Christian HS (CA)","MgNeizABbjY","16530"
"Hans Crouse","TEX","RHP","A",0,7,,"45",2021,"","19","6' 4""","180","L","R","2nd rd 2017","Dana Hills HS (CA)","3ehPVLIc5AI","sa3004642"
"Marcos Diplan","MIL","RHP","AA",0,11,,"45",2018,"","21","6' 0""","170","R","R","J2 2013","Dominican Republic","FoG4Cw6p5B0","sa828590"
"Ronald Guzman","TEX","1B","MLB",0,8,,"45",2018,"","23","6' 6""","230","L","L","J2 2011","Dominican Republic","MBWS5J7xl1U","14388"
"Brett Phillips","MIL","OF","MLB",0,12,,"45",2018,"","22","6' 0""","185","L","R","6th rd 2012","Seminole HS (FL)","1bhg4uirVYc","14735"
"Cody Ponce","MIL","RHP",,0,13,,"45",2018,"","23","6' 6""","265","R","R","2nd rd 2015","Cal Poly Pomona","EVHsAoCDRas","sa856266"
"Tanner Houck","BOS","RHP","AAA",0,3,,"45",2019,"","21","6' 5""","220","R","R","1st rd 2017","Missouri","","sa829037"
"Sam Travis","BOS","1B","MLB",0,4,,"45",2018,"","24","6' 0""","210","R","R","2nd rd 2014","Indiana","LgN7aI9Ap18","16263"
"Bryan Mata","BOS","RHP","AA",0,5,,"45",2021,"","18","6' 3""","175","R","R","J2 2015","Venezuela","WbkmD6xsGX4","sa917784"
"Jalen Beeks","BOS","LHP","MLB",0,6,,"45",2018,"","24","5' 11""","195","L","L","12th rd 2014","Arkansas","","17192"
"Darwinzon Hernandez","BOS","LHP","MLB",0,7,,"45",2021,"","21","6' 2""","185","L","L","J2 2013","Venezuela","","19848"
"Erick Fedde","WSN","RHP",,0,4,,"45",2018,"","25","6' 4""","180","R","R","1st rd 2014","UNLV","GYCZJzLWfyA","17425"
"Seth Romero","WSN","LHP","A",0,5,,"45",2019,"","21","6' 3""","240","L","L","1st rd 2017","Houston","","sa3005301"
"Wil Crowe","WSN","RHP","AAA",0,6,,"45",2020,"","23","6' 2""","240","R","R","2nd rd 2017","South Carolina","","sa738488"
"Ryan Borucki","TOR","LHP","MLB",0,6,,"45",2018,"","23","6' 4""","175","L","L","15th rd 2012","Mundeleion HS (IL)","","16350"
"T.J. Zeuch","TOR","RHP",,0,7,,"45",2019,"","22","6' 7""","220","R","R","1st rd 2016","Pittsburgh","","19269"
"Logan Warmoth","TOR","SS","AA",0,8,,"45",2020,"","22","6' 0""","190","R","R","1st rd 2017","North Carolina","JW2k6Sivuis","sa3004813"
"Dylan Cease","CHW","RHP","MLB",0,8,,"45",2020,"","22","6' 2""","190","R","R","6th rd 2014","Milton HS (GA)","7yQ1CGEXnFc","18525"
"Andres Gimenez","NYM","SS",,0,2,,"45",2020,"","19","5' 11""","165","L","R","J2 2015","Venezuela","","sa917114"
"Micker Adolfo","CHW","RF",,0,9,,"45",2021,"","21","6' 3""","200","R","R","J2 2013","Dominican Republic","","sa830303"
"Tomas Nido","NYM","C","MLB",0,3,,"45",2018,"","23","6' 0""","210","R","R","8th rd 2012","Orangewood Christian HS (FL)","GqtDVUKi1eU","13755"
"Jake Burger","CHW","3B","A",0,10,,"45",2020,"","21","6' 2""","210","R","R","1st rd 2017","Missouri State","s3XP82oUmfQ","sa915698"
"Ronny Mauricio","NYM","SS",,0,4,,"45",2023,"","16","6' 3""","166","S","R","J2 2017","Dominican Republic","",""
"Blake Rutherford","CHW","LF",,0,11,,"45",2020,"","20","6' 3""","195","L","R","1st rd 2016","Chaminade Prep HS (CA)","","sa917932"
"Justin Dunn","NYM","RHP","MLB",0,5,,"45",2019,"","22","6' 2""","210","R","R","1st rd 2016","Boston College","","19268"
"Mark Vientos","NYM","3B","A",0,6,,"45",2022,"","18","6' 4""","185","R","R","2nd rd 2017","American Heritage HS (FL)","ax1yE3rIWCs","sa3004720"
"Pete Alonso","NYM","1B","MLB",0,7,,"45",2019,"","22","6' 2""","225","R","R","2nd rd 2016","Florida","","19251"
"Desmond Lindsay","NYM","OF","A+",0,8,,"45",2020,"","21","6' 0""","200","R","R","2nd rd 2015","Out of Door Academy HS (FL)","akUuQZG6dnk","sa874792"
"Luis Guillorme","NYM","UTIL","MLB",0,9,,"45",2018,"","23","5' 9""","200","L","R","10th rd 2013","Coral Springs Charter HS (FL)","BgaLpYSnLbQ","16451"
"Kristian Robinson","ARI","CF",,0,2,,"45",2023,"","17","6' 3""","190","R","R","J2 2017","Bahamas","",""
"Jazz Chisholm","ARI","SS","AA",0,3,,"45",2022,"","20","5' 11""","165","L","R","J2 2015","Bahamas","ir2kVOIT4mE","sa919327"
"Pavin Smith","ARI","1B","AA",0,4,,"45",2020,"","22","6' 2""","210","L","L","1st rd 2017","Virginia","","sa829595"
"Daulton Varsho","ARI","C","AA",0,5,,"45",2021,"","21","5' 10""","190","L","R","2nd rd 2017","UW-Milwaukee","","sa3002838"
"Shane Bieber","CLE","RHP","MLB",0,5,,"45",2019,"","22","6' 3""","195","R","R","4th rd 2016","UC Santa Barbara","","19427"
"Mickey Moniak","PHI","OF","AA",0,6,,"45",2021,"","19","6' 2""","185","L","R","1st rd 2016","La Costa Canyon HS (CA)","Q8Q3oaLa-Ds","sa917920"
"Nolan Jones","CLE","3B","AA",0,6,,"45",2021,"","19","6' 4""","220","L","R","2nd rd 2016","Holy Ghost Prep (PA)","M8MOVqKoFgA","sa917941"
"Adam Haseley","PHI","CF","MLB",0,7,,"45",2020,"","21","6' 1""","195","R","R","1st rd 2017","Virginia","lJlQzfoO49c","19878"
"Will Benson","CLE","RF","A+",0,7,,"45",2022,"","19","6' 5""","225","L","L","1st rd 2016","The Westminster Schools (GA)","_oDb1oLoVXU","sa917927"
"Jorge Alfaro","PHI","C","MLB",0,8,,"45",2018,"","24","6' 2""","238","R","R","J2 2009","Colombia","NK7LZ7MnzFg","12180"
"Eric Haase","CLE","C","MLB",0,8,,"45",2018,"","25","5' 10""","180","R","R","7th rd 2011","Divine Child HS (MI)","","14111"
"Jhailyn Ortiz","PHI","1B","A+",0,9,,"45",2021,"","19","6' 3""","240","R","R","J2 2015","Dominican Republic","HQy76_5oRQc","sa920180"
"Greg Allen","CLE","CF","MLB",0,9,,"45",2018,"","25","6' 0""","175","S","R","6th rd 2014","San Diego State","LxBcGF2Ep_Q","16623"
"JoJo Romero","PHI","LHP",,0,10,,"45",2019,"","21","5' 10""","190","L","L","4th rd 2016","Yavapai JC (AZ)","JN9zStdYzJU","sa917955"
"Willi Castro","CLE","SS",,0,10,,"45",2020,"","20","6' 1""","165","S","R","J2 2013","Dominican Republic","ZgzLpSZfVEw","17338"
"Seranthony Dominguez","PHI","RHP","MLB",0,11,,"45",2018,"","23","6' 1""","185","R","R","J2 2011","Dominican Republic","","19249"
"Enyel De Los Santos","PHI","RHP","MLB",0,12,,"45",2019,"","22","6' 3""","200","R","R","J2 2014","Dominican Republic","","18403"
"Brett Cumberland","ATL","C","AA",0,12,,"45",2019,"","21","6' 0""","188","S","R","2nd rd 2016","Cal","5G6gKGKiphs","sa915611"
"Bryse Wilson","ATL","RHP",,0,13,,"45",2020,"","19","6' 1""","224","R","R","4th rd 2016","Orange HS (NC)","","19990"
"Jake Rogers","DET","C",,0,5,,"45",2020,"","22","6' 1""","190","R","R","3rd rd 2016","Tulane","","19452"
"William Contreras","ATL","C",,0,14,,"45",2021,"","20","6' 0""","180","R","R","J2 2014","Venezuela","","sa872847"
"Derek Hill","DET","CF",,0,6,,"45",2021,"","22","6' 2""","190","R","R","1st rd 2014","Elk Grove HS (CA)","ZObNf_dt9Wg","sa828670"
"Alex Jackson","ATL","C",,0,15,,"45",2019,"","21","6' 2""","220","R","R","1st rd 2014","Rancho Bernardo HS (CA)","LSnvdcH--dg","17276"
"Kyle Muller","ATL","LHP","AA",0,20,,"40",2021,"","19","6' 6""","215","R","L","2nd rd 2016","Jesuit Prep HS (TX)","","sa917931"
"Drew Lugbauer","ATL","C","A+",0,21,,"40",2020,"","21","6' 3""","220","L","R","11th rd 2017","Michigan","","sa829268"
"Travis Demeritte","ATL","2B","MLB",0,22,,"40",2019,"","22","6' 0""","178","R","R","1st rd 2013","Winder Barrow HS (GA)","YQjbmtOH1mU","15958"
"Dustin Peterson","ATL","LF","-1",0,23,,"40",2018,"","22","6' 2""","185","R","R","2nd rd 2013","Gilbert HS (AZ)","3Adp3VBEEA8","15189"
"Sergio Alcantara","DET","SS",,0,16,,"40",2019,"","21","5' 9""","170","S","R","J2 2012","Dominican Republic","","sa739641"
"Josh Graham","ATL","RHP","AA",0,24,,"40",2019,"","24","6' 1""","215","R","R","4th rd 2015","Oregon","","sa658525"
"Anthony Castro","DET","RHP",,0,15,,"40",2020,"","22","6' 2""","180","R","R","J2 2011","Venezuela","","sa656041"
"Jacob Lindgren","ATL","LHP","MLB",0,25,,"40",2018,"","24","5' 11""","210","L","L","2nd rd 2014","Mississippi State","0pxjqMUQT2Y","16215"
"Stephen Alemais","PIT","SS","AA",0,13,,"40",2020,"","22","6' 0""","190","R","R","3rd rd 2016","Tulane","","sa874070"
"Elvin Rodriguez","DET","RHP","A+",0,17,,"40",2022,"","20","6' 3""","160","R","R","J2 2014","Dominican Republic","","sa873437"
"Patrick Weigel","ATL","RHP",,0,26,,"40",2018,"","22","6' 6""","230","R","R","7th rd 2015","Houston","","sa829466"
"Kevin Kramer","PIT","UTIL","MLB",0,14,,"40",2019,"","24","6' 1""","190","L","R","2nd rd 2015","UCLA","mEWsCbw_yyo","17689"
"Jason Foley","DET","RHP",,0,18,,"40",2021,"","22","6' 4""","215","R","R","Undrafted 2016","Sacred Heart","","sa915677"
"Huascar Ynoa","ATL","RHP",,0,27,,"40",2021,"","19","6' 3""","175","R","R","J2 2014","Dominican Republic","6QvHekmFzts","20468"
"Oneil Cruz","PIT","INF",,0,15,,"40",2021,"","19","6' 7""","175","L","R","J2 2015","Dominican Republic","GzwLKufiG4A","sa917318"
"Gerson Moreno","DET","RHP","R",0,19,,"40",2019,"","22","6' 0""","175","R","R","J2 2012","Dominican Republic","","sa736656"
"Adam McCreery","ATL","LHP","-1",0,28,,"40",2019,"","25","6' 8""","195","L","L","22nd rd 2014","Azusa Pacific","vCcEV1ZOxew","19550"
"Sherten Apostel","PIT","3B",,0,16,,"40",2022,"","18","6' 4""","213","R","R","J2 2015","Curacao","","sa917364"
"Victor Reyes","DET","OF","MLB",0,20,,"40",2018,"","23","6' 3""","170","S","R","J2 2011","Venezuela","","15487"
"Derian Cruz","ATL","2B","-2",0,29,,"40",2021,"","18","6' 1""","177","S","R","J2 2015","Dominican Republic","XrcKSetbgCE","sa916719"
"Jason Martin","PIT","OF",,0,17,,"40",2019,"","22","5' 11""","190","L","R","8th rd 2013","Orange Lutheran HS (CA)","","16429"
"Reynaldo Rivera","DET","1B","A",0,21,,"40",2022,"","20","6' 6""","250","L","R","2nd rd 2017","Chipola JC (FL)","","sa918552"
"Freddy Tarnok","ATL","RHP","A+",0,30,,"40",2022,"","19","6' 3""","185","R","R","3rd rd 2017","Riverview HS (FL)","","sa3005175"
"Conner Uselton","PIT","OF","-1",0,18,,"40",2022,"","19","6' 3""","185","R","R","2nd rd 2017","Southmoore HS (OK)","1Okr7H06QIQ","sa3004502"
"Sam McMillan","DET","C","A",0,22,,"40",2023,"","19","6' 1""","195","R","R","5th rd 2017","Suwanee HS (FL)","","sa3004277"
"Ray-Patrick Didder","ATL","SS","-1",0,31,,"40",2020,"","23","6' 0""","170","R","R","J2 2012","Aruba","","sa736824"
"Cal Mitchell","PIT","OF","A+",0,19,,"40",2022,"","18","6' 0""","190","L","L","2nd rd 2017","Rancho Bernardo HS (CA)","yal8ZxNmuHI","sa3004258"
"Spencer Turnbull","DET","RHP","MLB",0,23,,"40",2018,"","25","6' 3""","215","R","R","2nd rd 2014","Alabama","f_uHlgNXsp8","16207"
"JC Encarnacion","ATL","3B","A",0,32,,"40",2021,"","20","6' 3""","195","R","R","J2 2015","Dominican Republic","","sa921562"
"Will Craig","PIT","DH",,0,20,,"40",2019,"","22","6' 3""","235","R","R","1st rd 2016","Wake Forest","","sa738696"
"Matt Hall","DET","LHP",,0,24,,"40",2019,"","24","6' 0""","200","L","L","6th rd 2015","Missouri State","","18076"
"Travis MacGregor","PIT","RHP","A",0,21,,"40",2021,"","20","6' 3""","180","R","R","2nd rd 2016","East Lake HS (FL)","","sa917950"
"Nick Burdi","PIT","RHP","MLB",0,22,,"40",2018,"","24","6' 5""","220","R","R","2nd rd 2014","Louisville","a4s7JnQDc9k","16074"
"Dovydas Neverauskas","PIT","RHP","MLB",0,23,,"40",2018,"","24","6' 3""","215","R","R","J2 2009","Lithuania","","11604"
"Edgar Santana","PIT","RHP","MLB",0,24,,"40",2017,"","26","6' 2""","180","R","R","J2 2013","Dominican Republic","Uc7wqHibJLI","17355"
"Braeden Ogle","PIT","LHP","A+",0,25,,"40",2022,"","20","6' 2""","170","L","L","4th rd 2016","Jensen Beach HS (FL)","","sa917989"
"JT Brubaker","PIT","RHP",,0,26,,"40",2018,"","24","6' 4""","175","R","R","6th rd 2015","Akron","","sa875176"
"Michael Gigliotti","KCR","CF","A+",0,6,,"40",2020,"","22","6' 1""","180","L","L","4th rd 2017","Lipscomb","","sa915700"
"Victor Caratini","CHC","C/1B","MLB",0,7,,"40",2018,"","24","6' 1""","215","S","R","2nd rd 2013","Miami-Dade JC (FL)","UD6fx3WQQDk","14968"
"Clay Holmes","PIT","RHP","MLB",0,27,,"40",2018,"","24","6' 5""","230","R","R","9th rd 2011","Slocomb HS (AL)","mAZ3PKMP6mU","13649"
"Eric Skoglund","KCR","LHP",,0,7,,"40",2018,"","25","6' 7""","200","L","L","3rd rd 2014","Central Florida","","16155"
"D.J. Wilson","CHC","OF","A+",0,8,,"40",2020,"","21","5' 8""","177","L","L","4th rd 2015","Canton South HS (OH)","","sa875023"
"Pedro Vasquez","PIT","RHP","-1",0,28,,"40",2020,"","22","6' 4""","210","R","R","J2 2014","Dominican Republic","J6s15U0Ijnk","sa872824"
"Richard Lovelady","KCR","LHP","MLB",0,8,,"40",2018,"","22","6' 0""","175","L","L","10th rd 2016","Kennesaw State","","19337"
"Miguel Amaya","CHC","C",,0,9,,"40",2022,"","18","6' 1""","185","R","R","J2 2015","Panama","","sa917354"
"Hunter Dozier","KCR","3B","MLB",0,9,,"40",2018,"","26","6' 4""","220","R","R","1st rd 2013","Stephen F. Austin","","15117"
"Alec Mills","CHC","RHP","MLB",0,10,,"40",2018,"","25","6' 4""","190","R","R","22nd rd 2012","Tennessee-Martin","v5aJr-OOmpc","13834"
"Foster Griffin","KCR","LHP",,0,10,,"40",2019,"","22","6' 3""","200","R","L","1st rd 2014","First Academy HS (FL)","","sa828674"
"Jeremiah Estrada","CHC","RHP","A-",0,11,,"40",2021,"","19","6' 1""","185","S","R","6th rd 2017","Palm Desert HS (CA)","RYcLn14DQEo","sa3005339"
"Emmanuel Rivera","KCR","3B","AA",0,11,,"40",2021,"","21","6' 2""","195","R","R","19th rd 2015","Universidad Interamericana HS (PR)","","sa875798"
"Thomas Hatch","CHC","RHP",,0,12,,"40",2019,"","23","6' 1""","190","R","R","3rd rd 2016","Oklahoma State","","sa738514"
"Josh Staumont","KCR","RHP","MLB",0,12,,"40",2018,"","24","6' 3""","200","R","R","2nd rd 2015","Azusa Pacific","","18335"
"Nelson Velazquez","CHC","OF","A",0,13,,"40",2021,"","18","6' 0""","190","R","R","5th rd 2017","P.J. Education HS (PR)","SHA70C1S_Ag","sa3005129"
"Scott Blewett","KCR","RHP",,0,13,,"40",2020,"","21","6' 6""","210","R","R","2nd rd 2014","Baker HS (NY)","","sa828695"
"Brailyn Marquez","CHC","LHP","A+",0,14,,"40",2021,"","18","6' 4""","185","L","L","J2 2015","Dominican Republic","XeLTg0oFKog","sa918004"
"Meibrys Viloria","KCR","C",,0,14,,"40",2021,"","21","5' 11""","200","L","R","J2 2013","Colombia","","17109"
"Cory Abbott","CHC","RHP","A+",0,15,,"40",2019,"","22","6' 2""","210","R","R","2nd rd 2017","Loyola Marymount","","sa3005305"
"Ryan O'Hearn","KCR","1B","MLB",0,15,,"40",2018,"","24","6' 3""","200","L","L","8th rd 2014","Sam Houston State","","16442"
"Wladimir Galindo","CHC","3B","-1",0,16,,"40",2020,"","21","6' 3""","210","R","R","J2 2013","Venezuela","","sa826652"
"Gabriel Cancel","KCR","2B","AA",0,16,,"40",2021,"","21","6' 1""","185","R","R","7th rd 2015","Belen HS (PR)","","sa875231"
"Dillon Maples","CHC","RHP",,0,17,,"40",2018,"","25","6' 2""","225","R","R","14th rd 2011","Pinecrest HS (NC)","","14672"
"Burch Smith","KCR","RHP","MLB",0,17,,"40",2018,"","27","6' 4""","210","R","R","14th rd 2011","Oklahoma","","12784"
"Jose Paulino","CHC","LHP","-1",0,18,,"40",2019,"","21","6' 2""","180","L","L","J2 2011","Dominican Republic","","sa657308"
"Yefri Del Rosario","KCR","RHP","A+",0,18,,"40",2022,"","18","6' 2""","180","R","R","J2 2016","Dominican Republic","","sa3002971"
"Jason Vosler","CHC","3B","AAA",0,19,,"40",2019,"","24","6' 1""","190","L","R","16th rd 2014","Northeastern","","sa829190"
"Chase Vallot","KCR","1B","AAA",0,19,,"40",2021,"","21","6' 0""","230","R","R","1st rd 2014","St. Thomas Moore HS (LA)","","sa828684"
"Mark Zagunis","CHC","OF","MLB",0,20,,"40",2018,"","24","6' 0""","215","R","R","3rd rd 2014","Virginia Tech","","16565"
"Evan Steele","KCR","LHP","A",0,20,,"40",2020,"","21","6' 5""","210","R","L","2nd rd 2017","Chipola JC (FL)","","sa915636"
"Bryan Hudson","CHC","LHP",,0,21,,"40",2022,"","20","6' 8""","220","L","L","3rd rd 2015","Alton HS (IL)","","sa874984"
"Heath Fillmyer","KCR","RHP",,0,21,,"40",2019,"","23","6' 1""","180","R","R","5th rd 2014","Mercer County JC (NJ)","","17466"
"Eddy Martinez","CHC","OF","AA",0,22,,"40",2019,"","22","6' 1""","195","R","R","J2 2015","Cuba","iYUBEpPUA-I","sa914203"
"Bubba Starling","KCR","CF","MLB",0,22,,"40",2018,"","25","6' 4""","210","R","R","1st rd 2011","Garner-Edgerton HS (KS)","","13356"
"Max Schrock","STL","2B","AAA",0,15,,"40",2019,"","22","5' 8""","165","L","R","13th rd 2015","South Carolina","nFXynNq4h0g","sa658670"
"Daniel Tillo","KCR","LHP","AA",0,23,,"40",2021,"","21","6' 5""","215","L","L","3rd rd 2017","Iowa Western JC","","sa876284"
"Austin Gomber","STL","LHP","MLB",0,16,,"40",2018,"","23","6' 5""","235","L","L","4th rd 2014","Florida Atlantic","HSGVqNK8rZo","16561"
"Carlos Hernandez","KCR","RHP",,0,24,,"40",2022,"","21","6' 4""","175","R","R","J2 2016","Venezuela","","sa3004199"
"Oscar Mercado","STL","OF","MLB",0,17,,"40",2019,"","22","6' 2""","175","R","R","2nd rd 2013","Gaither HS (FL)","","16375"
"Randy Arozarena","STL","OF",,0,18,,"40",2019,"","22","5' 11""","195","R","R","J2 2016","Cuba","","19290"
"Dylan Carlson","STL","OF","AAA",0,19,,"40",2020,"","19","6' 3""","215","S","L","1st rd 2016","Elk Grove HS (CA)","","sa917940"
"Wadye Ynfante","STL","OF","-1",0,20,,"40",2021,"","20","6' 0""","160","R","R","J2 2013","Dominican Republic","","sa828382"
"Delvin Perez","STL","SS",,0,21,,"40",2021,"","18","6' 3""","170","R","R","1st rd 2016","Int'l Baseball Academy HS (PR)","zoyhWdJpeQU","sa917935"
"Derian Gonzalez","STL","RHP","AAA",0,22,,"40",2019,"","22","6' 3""","190","R","R","J2 2012","Venezuela","","sa737568"
"Connor Jones","STL","RHP","AAA",0,23,,"40",2019,"","23","6' 3""","215","R","R","2nd rd 2016","Virginia","","sa738697"
"Stuart Fairchild","CIN","OF","AA",0,17,,"40",2020,"","21","6' 0""","190","R","R","2nd rd 2017","Wake Forest","","sa829822"
"Blayne Enlow","MIN","RHP","A+",0,15,,"40",2022,"","19","6' 3""","170","R","R","3rd rd 2017","St. Amat HS (LA)","aZJ78IL6QJ8","sa3005117"
"Jimmy Herget","CIN","RHP","MLB",0,18,,"40",2018,"","24","6' 3""","180","R","R","6th rd 2015","South Florida","","17556"
"Jaylin Davis","MIN","RF","MLB",0,16,,"40",2020,"","23","6' 1""","190","R","R","24th rd 2015","Appalachian State","TFPeuDvCl5o","19552"
"Aristides Aquino","CIN","OF","MLB",0,19,,"40",2019,"","23","6' 4""","200","R","R","J2 2010","Dominican Republic","alUGGntk5KI","15482"
"Lewin Diaz","MIN","1B","AA",0,17,,"40",2021,"","21","6' 3""","180","L","L","J2 2013","Dominican Republic","b6BzJGKnQbI","sa828420"
"Jose Lopez","CIN","RHP","-1",0,20,,"40",2018,"","24","6' 1""","185","R","R","6th rd 2014","Seton Hall","","sa709715"
"Jake Reed","MIN","RHP","AAA",0,18,,"40",2018,"","25","6' 2""","190","R","R","5th rd 2014","Oregon","5dI4HulcfuE","sa599532"
"Alfredo Rodriguez","CIN","SS","AAA",0,21,,"40",2019,"","23","6' 0""","190","R","R","J2 2016","Cuba","VVWuMkvxwiA","sa922180"
"Jake Cave","MIN","CF","MLB",0,19,,"40",2018,"","25","6' 0""","200","L","L","6th rd 2011","Kecoughtan HS (VA)","","14477"
"Jacob Heatherly","CIN","LHP","A",0,22,,"40",2021,"","19","6' 2""","208","L","L","3rd rd 2017","Cullman HS (AL)","qx-Qznvt_5k","sa3004736"
"Zack Littell","MIN","RHP","MLB",0,20,,"40",2019,"","22","6' 4""","220","R","R","11th rd 2013","Eastern Alamance HS (NC)","","15823"
"Miguel Hernandez","CIN","SS","A",0,23,,"40",2023,"","18","6' 0""","170","R","R","J2 2015","Venezuela","n6Hc7GlV8mA","sa917055"
"Landon Leach","MIN","RHP","R",0,21,,"40",2023,"","18","6' 4""","220","R","R","2nd rd 2017","Pickering HS (CAN)","","sa3005243"
"Phillip Ervin","CIN","OF","MLB",0,24,,"40",2017,"","25","5' 10""","207","R","R","1st rd 2013","Samford","J78dtaU2134","14738"
"John Curtiss","MIN","RHP",,0,22,,"40",2018,"","25","6' 4""","200","R","R","6th rd 2014","Texas","","16128"
"Chris Okey","CIN","C","AA",0,25,,"40",2019,"","23","5' 11""","200","R","R","2nd rd 2016","Clemson","0OchJQB5jr4","sa738505"
"Gabriel Moya","MIN","LHP","-1",0,23,,"40",2018,"","23","6' 0""","175","L","L","J2 2011","Venezuela","","16348"
"Andrew Bechtold","MIN","3B","A+",0,24,,"40",2022,"","21","6' 1""","185","R","R","5th rd 2017","Chipola JC (FL)","","sa829787"
"Ryley Widell","MIN","LHP","R",0,25,,"40",2022,"","20","6' 3""","180","L","L","7th rd 2017","Central Arizona JC","","sa3005099"
"Zack Granite","MIN","CF","AAA",0,26,,"40",2018,"","25","6' 1""","175","L","L","14th rd 2013","Seton Hall","","15343"
"Jeisson Rosario","SDP","CF","A+",0,20,,"40",2022,"","18","5' 11""","170","L","L","J2 2016","Dominican Republic","tz3B5XbWgMc","sa3004146"
"Tyler Jay","MIN","LHP","-1",0,27,,"40",2019,"","23","6' 1""","185","L","L","1st rd 2015","Illinois","","sa857588"
"Walker Lockett","SDP","RHP","MLB",0,21,,"40",2018,"","23","6' 5""","225","R","R","4th rd 2012","Providence HS (FL)","","13804"
"Lewis Thorpe","MIN","LHP",,0,28,,"40",2019,"","22","6' 1""","160","R","L","J2 2012","Australia","","15906"
"Mason Thompson","SDP","RHP","A+",0,22,,"40",2022,"","18","6' 6""","190","R","R","3rd rd 2016","Round Rock HS (TX)","5vx6kj92i4I","sa917969"
"Alex Robinson","MIN","LHP","A+",0,29,,"40",2019,"","23","6' 3""","217","L","L","5th rd 2015","Maryland","","sa827436"
"Blake Hunt","SDP","C","A",0,23,,"40",2022,"","19","6' 3""","185","R","R","2nd rd 2017","Mater Dei HS (CA)","","sa3004153"
"Luke Bard","MIN","RHP",,0,30,,"40",2018,"","27","6' 3""","202","R","R","1st rd 2012","Georgia Tech","","14288"
"Jordy Barley","SDP","SS","A-",0,24,,"40",2023,"","18","6' 0""","160","R","R","J2 2016","Dominican Republic","xHbnPwZEbjI","sa3004148"
"Luis Campusano","SDP","C","A+",0,25,,"40",2023,"","19","6' 0""","195","R","R","1st rd 2017","Cross Creek HS (GA)","","sa3004041"
"Eric Lauer","SDP","LHP","MLB",0,26,,"40",2019,"","22","6' 3""","210","R","L","1st rd 2016","Kent State","","19316"
"Franmil Reyes","SDP","OF","MLB",0,27,,"40",2019,"","22","6' 5""","240","R","R","J2 2011","Dominican Republic","qSQdCd2aRFE","14566"
"Breiling Eusebio","COL","LHP","A+",0,12,,"40",2021,"","21","6' 1""","175","L","L","J2 2013","Dominican Republic","_6e6_k8YR2U","sa828552"
"Brad Zunica","SDP","1B","AA",0,28,,"40",2022,"","22","6' 6""","254","L","R","16th rd 2015","State College JC (FL)","Jre9wi8Hbwo","sa875647"
"Dom Nunez","COL","C","MLB",0,13,,"40",2019,"","23","6' 3""","170","L","R","6th rd 2013","Elk Grove HS (CA)","","15055"
